Diagnostics/StepsInEval,Diagnostics/TrajsInEval,Diagnostics/CumEvalTime,Diagnostics/CumTrainTime,Diagnostics/Iteration,Diagnostics/CumTime (s),Diagnostics/CumSteps,Diagnostics/CumCompletedTrajs,Diagnostics/CumUpdates,Diagnostics/StepsPerSecond,Diagnostics/UpdatesPerSecond,Diagnostics/ReplayRatio,Diagnostics/CumReplayRatio,LengthAverage,LengthStd,LengthMedian,LengthMin,LengthMax,ReturnAverage,ReturnStd,ReturnMedian,ReturnMin,ReturnMax,NonzeroRewardsAverage,NonzeroRewardsStd,NonzeroRewardsMedian,NonzeroRewardsMin,NonzeroRewardsMax,DiscountedReturnAverage,DiscountedReturnStd,DiscountedReturnMedian,DiscountedReturnMin,DiscountedReturnMax,GameScoreAverage,GameScoreStd,GameScoreMedian,GameScoreMin,GameScoreMax,lossAverage,lossStd,lossMedian,lossMin,lossMax,gradNormAverage,gradNormStd,gradNormMedian,gradNormMin,gradNormMax,tdAbsErrAverage,tdAbsErrStd,tdAbsErrMedian,tdAbsErrMin,tdAbsErrMax
0,0,2320.052310705185,6923.7520961761475,38499,9243.804406881332,154000,159,38250,21.934687825729583,5.483671956432396,8.0,7.9480519480519485,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0026842887301463635,0.0023872955945081833,0.002057836507447064,0.0005450783646665514,0.019802242517471313,0.06974458794952995,0.028933526307212843,0.06491602396163917,0.023983658923241342,0.21970887225272126,0.04734937,0.05673405,0.030586451,5.066395e-06,0.43908268
0,0,2336.562720298767,6967.648244857788,38749,9304.210965156555,155000,160,38500,22.781041846120903,5.695260461530226,8.0,7.948387096774193,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0029840467511676252,0.0024851232460510898,0.0020913234911859035,0.0005517199169844389,0.015617918223142624,0.0806075921187056,0.03977550337900578,0.06916049804363805,0.027197048054495694,0.2377181979912944,0.04670301,0.063392185,0.029119693,1.1146069e-05,0.7617525
0,0,2352.978168964386,7012.316584348679,38999,9365.294753313065,156000,161,38750,22.387221271207906,5.5968053178019765,8.0,7.948717948717949,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.002774312942288816,0.0024166307872738233,0.002137191826477647,0.00046288419980555773,0.01772746443748474,0.07199620633299605,0.03201417553039262,0.06491449877427756,0.024162205044984376,0.20581754489704573,0.044564974,0.05666295,0.030212164,8.934736e-05,0.80280787
0,0,2369.4550592899323,7056.186879873276,39249,9425.641939163208,157000,162,39000,22.79446691758255,5.698616729395638,8.0,7.949044585987261,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0031178064555861056,0.0028069689948420212,0.0021926258923485875,0.000499744841363281,0.019660843536257744,0.07801198795685434,0.038535955090521205,0.07026599094337938,0.02714912520582165,0.2969712332218537,0.050634354,0.07336792,0.032406777,7.2686e-05,0.9800918
0,0,2385.9449124336243,7099.966326475143,39499,9485.911238908768,158000,163,39250,22.8417688577484,5.7104422144371,8.0,7.949367088607595,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0030834156406344846,0.002770312062049485,0.0022926010424271226,0.0004292466619517654,0.01790607161819935,0.07678986882376063,0.038189438385870994,0.0684448416537698,0.02990969785563882,0.28474656804979775,0.04714023,0.058616277,0.030426443,4.1007996e-05,0.69952977
0,0,2402.4409143924713,7143.7007529735565,39749,9546.141667366028,159000,164,39500,22.865282114452448,5.716320528613112,8.0,7.949685534591195,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0029659219980239866,0.0024382609823777324,0.002281565684825182,0.00053284881869331,0.016617976129055023,0.07532504013578518,0.03208830474659974,0.0679289054023327,0.02859044248307008,0.21182061741400293,0.049600057,0.05756302,0.031918734,5.799532e-05,0.59225416
0,0,2418.934823513031,7187.510994911194,39999,9606.445818424225,160000,165,39750,22.82571279618753,5.706428199046883,8.0,7.95,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0029552862404379995,0.002289810874492182,0.002264544600620866,0.0007686123717576265,0.01397926826030016,0.07570172483324179,0.030735846323144543,0.06842185679439299,0.030821235516724752,0.20287082214233995,0.046187356,0.053369213,0.032748908,3.9815903e-05,0.5945207
0,0,2435.2930874824524,7232.082192659378,40249,9667.37528014183,161000,165,40000,22.436013625878815,5.609003406469704,8.0,7.950310559006211,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0032677234648726882,0.003482105285441164,0.0022041042102500796,0.0006310442695394158,0.024824578315019608,0.07662682279682442,0.03603694394893591,0.06717228761205954,0.03149546027550256,0.25000278177061097,0.047347046,0.057034973,0.031825297,1.642108e-05,0.8304636
0,0,2451.6795456409454,7275.763427734375,40499,9727.44297337532,162000,166,40250,22.89312557859423,5.7232813946485575,8.0,7.950617283950617,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.003083997042151168,0.0030301008767673735,0.0021450193598866463,0.0005698422901332378,0.019587723538279533,0.07391315940615244,0.03532170860288965,0.06441431172126853,0.02768239671581481,0.23492955328213566,0.046159636,0.055799875,0.030293345,3.7312508e-05,0.73786956
3924,4,2468.0875475406647,7319.3363201618195,40749,9787.423867702484,163000,167,40500,22.950048626336965,5.737512156584241,8.0,7.950920245398773,981.0,1.8708286933869707,981.5,978,983,-20.0,0.0,-20.0,-20.0,-20.0,22.0,0.0,22.0,22,22,-0.6440993719454677,0.01218844974427483,-0.6407651149082068,-0.6636975201548707,-0.6311697378105865,-20.0,0.0,-20.0,-20.0,-20.0,0.003252129308413714,0.002724140262282477,0.002366294153034687,0.000573277473449707,0.02060525305569172,0.07792313509592677,0.03295163695793905,0.06882387082726593,0.02328422925544737,0.2603237420115994,0.050265927,0.060519326,0.032301337,6.824732e-05,0.5860242
0,0,2484.670436859131,7363.027580976486,40999,9847.698017835617,164000,168,40750,22.88787234229481,5.721968085573702,8.0,7.951219512195122,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0030108758544083684,0.0023289963576392926,0.0024237994803115726,0.0006189626874402165,0.020506221801042557,0.07498572667598395,0.03130179145044011,0.06819742653754779,0.027604735037596608,0.26559637589464,0.05147213,0.068274,0.03302358,1.5199184e-06,0.95088893
1879,2,2502.3272004127502,7408.657260656357,41249,9910.984461069107,165000,169,41000,21.91556037683839,5.478890094209597,8.0,7.951515151515151,939.5,0.5,939.5,939,940,-21.0,0.0,-21.0,-21.0,-21.0,21.0,0.0,21.0,21,21,-1.000014432404971,0.005025198152788901,-1.000014432404971,-1.0050396305577598,-0.994989234252182,-21.0,0.0,-21.0,-21.0,-21.0,0.003514562929281965,0.002895901655646224,0.0026468588039278984,0.0007434880244545639,0.018863627687096596,0.08019915109484477,0.033426606931368195,0.07037480999599974,0.03397438933469615,0.25347217242698855,0.050430972,0.05866833,0.033655703,7.3313713e-06,0.49330568
0,0,2519.9785454273224,7454.194287538528,41499,9974.17283296585,166000,170,41250,21.960151298140936,5.490037824535234,8.0,7.951807228915663,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0032355344134848566,0.002818907318144605,0.0023956686491146684,0.0006582374917343259,0.02766609564423561,0.07830175853476999,0.03298750390324437,0.07150413864024346,0.028524548142318456,0.22434468342388555,0.05172158,0.06803485,0.034980692,8.940697e-08,1.0
0,0,2537.6388614177704,7499.590520143509,41749,10037.22938156128,167000,171,41500,22.028259673034828,5.507064918258707,8.0,7.952095808383233,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0033460977126378564,0.002799344744938263,0.002546879928559065,0.00044279330177232623,0.019823424518108368,0.08050643466948523,0.03496035457338494,0.07137286043269415,0.02696812103160846,0.29685736200630947,0.050840784,0.060391556,0.033172123,5.634129e-05,0.560086
0,0,2554.0922644138336,7544.9656274318695,41999,10099.057891845703,168000,172,41750,22.03851538344495,5.509628845861237,8.0,7.9523809523809526,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0034839386488310993,0.002716433140310725,0.0026334197027608752,0.0005719686159864068,0.017151737585663795,0.08231773695358578,0.035646249905338837,0.07256252194649546,0.032067006677817124,0.24565117488349475,0.047340997,0.05277002,0.03283754,8.6933374e-05,0.5281936
0,0,2571.6927433013916,7589.6289982795715,42249,10161.321741580963,169000,173,42000,22.38971177097017,5.597427942742542,8.0,7.952662721893491,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0031292849101591854,0.0024830301474892597,0.0022643653210252523,0.0006259835790842772,0.019351789727807045,0.07793188248147162,0.03325761043010282,0.0707250149658452,0.02927455438483206,0.2857513492434725,0.049104888,0.057876926,0.031856462,2.7000904e-05,0.5499409
0,0,2589.350750684738,7635.226202249527,42499,10224.576952934265,170000,174,42250,21.93116930281322,5.482792325703305,8.0,7.952941176470588,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0033614006268326193,0.0025185646625402337,0.0026413737796247005,0.0006592626450583339,0.01717531867325306,0.0827890485685383,0.040266919557886596,0.0703689470620507,0.028812659589784177,0.28203536173690436,0.053214088,0.07607194,0.03222096,3.129244e-05,0.9898355
0,0,2606.988557577133,7680.848785877228,42749,10287.837343454361,171000,175,42500,21.918969082514366,5.479742270628591,8.0,7.953216374269005,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.003680326611036435,0.0033525277395712845,0.0025178517680615187,0.0007842869381420314,0.0194588303565979,0.0867857273355358,0.04023213083110797,0.07246437298257105,0.03467278665105071,0.2587349419026981,0.051675744,0.07319956,0.03289716,1.0609627e-05,0.95589733
0,0,2624.6527869701385,7726.345728158951,42999,10350.99851512909,172000,175,42750,21.979499057494216,5.494874764373554,8.0,7.953488372093023,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0031766573055647313,0.002739324241812817,0.0023715354036539793,0.0006660544313490391,0.01977757178246975,0.07851329640045174,0.03520922389774752,0.0693486262722692,0.030434926132246864,0.2513575526139062,0.046688154,0.058292568,0.030266792,1.1920929e-06,0.6912328
0,0,2642.3034274578094,7771.887574911118,43249,10414.191002368927,173000,176,43000,21.957827170291967,5.489456792572992,8.0,7.953757225433526,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.003157318884972483,0.0022202012295593227,0.002587951603345573,0.0006900150910951197,0.017325254157185555,0.07803442955388817,0.031478385360844824,0.07021233123953444,0.032297654115086456,0.22955639425327565,0.04880617,0.06508161,0.030202027,9.655952e-06,0.690913
0,0,2659.9626252651215,7817.4422035217285,43499,10477.40482878685,174000,177,43250,21.951666175302144,5.487916543825536,8.0,7.954022988505747,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0034012360849883408,0.002910533870792303,0.0024355462519451976,0.0006641731597483158,0.02419106848537922,0.08273698702714083,0.03624290060002328,0.07386493782889594,0.028246693637930743,0.27283016980624947,0.051099177,0.06593059,0.03273314,2.1219254e-05,0.7857444
0,0,2677.6243782043457,7863.117976665497,43749,10540.742354869843,175000,178,43500,21.89344440547107,5.473361101367767,8.0,7.954285714285715,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0031318539385683836,0.0027509046716505986,0.0022511023562401533,0.0005909391329623759,0.018001269549131393,0.07813890831475902,0.03507954897929182,0.06929402260912906,0.02682956048701375,0.26833527799384393,0.049986307,0.06139579,0.03355196,1.9013882e-05,0.60480815
0,0,2695.3199203014374,7908.883364915848,43999,10604.203285217285,176000,179,43750,21.85057394312243,5.462643485780608,8.0,7.954545454545454,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0029953807016136124,0.0024432560598667322,0.0021953658433631063,0.00042482305434532464,0.018170606344938278,0.0771154656899883,0.03303486788514761,0.07057350479327848,0.028346185340174256,0.2900535482430028,0.049798395,0.0583152,0.031851154,0.00015830994,0.77042466
0,0,2712.9655904769897,7953.903528928757,44249,10666.869119405746,177000,180,44000,22.21226914484948,5.55306728621237,8.0,7.954802259887006,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0034219835149124265,0.0033358705142137305,0.0024906807811930776,0.0005618314608000219,0.029077082872390747,0.08038017445814606,0.03528671281270958,0.07273173919105425,0.028979322910522298,0.25690165297126255,0.052139632,0.07178121,0.032725334,5.9962273e-05,0.8359002
0,0,2730.60786819458,7999.58319067955,44499,10730.19105887413,178000,180,44250,21.891580665713445,5.472895166428361,8.0,7.955056179775281,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.003186551131075248,0.002557335820720568,0.002376265940256417,0.0006399271660484374,0.01583409681916237,0.08129702361415109,0.0359244379373067,0.07320908237559909,0.02827594969505387,0.21673646548405956,0.05274849,0.07646434,0.03438148,0.00012561679,0.8858851
0,0,2748.236664056778,8045.295629739761,44749,10793.53229379654,179000,181,44500,21.875883688525725,5.468970922131431,8.0,7.955307262569832,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0029545624831225723,0.00216252709620026,0.002323772059753537,0.0005115300882607698,0.016464097425341606,0.0790694061551319,0.035078292437983744,0.07190439469679279,0.028453165334316476,0.25739938912864624,0.048493598,0.05858941,0.030904412,8.225441e-06,0.6534554
0,0,2765.8678233623505,8091.019713401794,44999,10856.887536764145,180000,183,44750,21.87031253357513,5.467578133393783,8.0,7.955555555555556,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.003307522381655872,0.00284267042820258,0.002423730562441051,0.0005280395271256566,0.0225729551166296,0.08023051419975814,0.036054996359832746,0.07197873897334842,0.03025908685510515,0.2745660278730751,0.048557628,0.0563058,0.03225079,3.400445e-05,0.7168374
0,0,2783.508596420288,8136.760554790497,45249,10920.269151210785,181000,183,45000,21.8623000723155,5.465575018078875,8.0,7.955801104972376,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0028102456991327927,0.0022299299850889825,0.0021321329986676574,0.00037983423680998385,0.017674988135695457,0.0728065906879972,0.0304697489736577,0.06664490208492052,0.025632885674245983,0.23522651461586655,0.04783252,0.05451927,0.032024875,4.1604042e-05,0.62793577
4574,5,2800.045385837555,8182.470504760742,45499,10982.515890598297,182000,184,45250,21.87707491806367,5.4692687295159175,8.0,7.956043956043956,914.8,16.12947612292476,903.0,901,936,-20.6,0.4898979485566356,-21.0,-21.0,-20.0,21.4,0.4898979485566356,21.0,21,22,-1.33263420129906,0.6494757811008791,-1.8379176119535667,-1.8752347841583168,-0.5292910729804906,-20.6,0.4898979485566356,-21.0,-21.0,-20.0,0.003037298233481124,0.002431564411950377,0.0023334629368036985,0.0007163527188822627,0.01995745487511158,0.08101365273937274,0.03271052949709948,0.07094317981346218,0.03320373913801362,0.23889985508821535,0.051424798,0.06405567,0.0320384,2.1502376e-05,0.6351795
0,0,2817.7144179344177,8228.321505308151,45749,11046.035923242569,183000,185,45500,21.80977488083426,5.452443720208565,8.0,7.956284153005464,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0026642592707648875,0.002041318581269721,0.0022108800476416945,0.000602007086854428,0.019727256149053574,0.0740453964929232,0.029349038883302783,0.06743020542276329,0.029819485589657888,0.28022665728702434,0.048622813,0.054653537,0.031087697,0.0001296848,0.40568882
0,0,2835.369964122772,8274.28096461296,45999,11109.650928735733,184000,186,45750,21.758306453691283,5.439576613422821,8.0,7.956521739130435,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.003296825739555061,0.0031960547233270157,0.0024086105404421687,0.0006056132260710001,0.03620893508195877,0.08504942469283881,0.03800850091299684,0.07540615324953723,0.035436926157789844,0.2682277760706827,0.050474554,0.068448916,0.032381043,8.490682e-05,0.95484275
0,0,2851.2116000652313,8318.100717782974,46249,11169.312317848206,185000,187,46000,22.820758394511365,5.705189598627841,8.0,7.956756756756757,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0032269008550792934,0.0023872030476154564,0.0026048810686916113,0.0005244576605036855,0.014617186039686203,0.084618649727659,0.03586618983403239,0.07710384596804162,0.03309958811026594,0.2703346049083493,0.054438505,0.071763955,0.03374186,5.7548285e-05,0.70584345
0,0,2867.03910779953,8361.384535074234,46499,11228.423642873764,186000,187,46250,23.10332273308825,5.775830683272062,8.0,7.956989247311828,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.003808736648177728,0.003066262312764936,0.002920588245615363,0.0007799874874763191,0.020979290828108788,0.09169521585244125,0.03643233955971386,0.08369195895166853,0.03463520453246194,0.22367628722991462,0.056250058,0.076556,0.035082094,0.00020534545,1.0
0,0,2882.861088037491,8404.748143434525,46749,11287.609231472015,187000,188,46500,23.060811537900815,5.765202884475204,8.0,7.957219251336898,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0033444491827394813,0.00250105843651533,0.0024731438606977463,0.0008366063120774925,0.017505843192338943,0.0816305985787194,0.03188418609812603,0.07370453626177563,0.03763284603080116,0.21365933369741158,0.05181611,0.063470095,0.034902625,3.7699938e-06,0.654124
0,0,2898.7002408504486,8451.12709736824,46999,11349.827338218689,188000,189,46750,21.56150398366437,5.390375995916092,8.0,7.957446808510638,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.003675397388637066,0.0027585281024512746,0.0028334780363366008,0.0007071671425364912,0.016550138592720032,0.08451707096540496,0.03442655707930749,0.0756847875742282,0.02919541189352394,0.2279097433309124,0.05160823,0.0661069,0.03298804,0.00016720593,0.9592658
0,0,2914.55287194252,8494.50693321228,47249,11409.0598051548,189000,190,47000,23.052184973572068,5.763046243393017,8.0,7.957671957671957,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0032417181483469903,0.002263128459556124,0.002556181396357715,0.0008401485392823815,0.017280904576182365,0.0826592385569514,0.0337340775481712,0.07293535508037605,0.03675191924138483,0.23669546802478392,0.048276696,0.058142785,0.032538854,5.0634146e-05,0.5837286
0,0,2930.4097440242767,8537.889231681824,47499,11468.2989757061,190000,191,47250,23.050876400706386,5.7627191001765965,8.0,7.957894736842105,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0031821734136901797,0.002511692088824445,0.002315257675945759,0.0007249540067277849,0.01571049913764,0.08074222940446046,0.03562870224030153,0.07058109790314529,0.029614445173371213,0.2886051274725708,0.048139904,0.052131597,0.033093665,3.4119003e-06,0.6636704
0,0,2946.2359211444855,8581.319546937943,47749,11527.555468082428,191000,192,47500,23.02539122966907,5.756347807417267,8.0,7.958115183246074,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.003021577421342954,0.0019133205613410074,0.002390650799497962,0.000446598744019866,0.013627811335027218,0.08025383068021463,0.03039460573871944,0.07461069659376228,0.032211213678126495,0.20485679917478042,0.050058722,0.056350924,0.032361068,4.1544437e-05,0.48953018
0,0,2962.0779678821564,8624.809680223465,47999,11586.887648105621,192000,193,47750,22.99372120648093,5.748430301620233,8.0,7.958333333333333,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0028713196925818922,0.0022206920639470445,0.0021285396069288254,0.0006521383766084909,0.01481331791728735,0.07525871965498604,0.031287259070003653,0.06770748747479785,0.032466148419940985,0.20059534574811688,0.046348672,0.0601711,0.02824466,2.8252602e-05,0.6706867
0,0,2977.886953830719,8668.271888971329,48249,11646.158842802048,193000,193,48000,23.008494708616286,5.752123677154072,8.0,7.958549222797927,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.003602722706273198,0.0027418410996464257,0.00266548793297261,0.0006461162702180445,0.016924042254686356,0.08732754812983813,0.04077733721115632,0.07715226425671119,0.029583695532280168,0.29852183089072204,0.05068357,0.062987946,0.033217598,3.7252903e-06,0.81834435
0,0,2993.7302391529083,8711.694435358047,48499,11705.424674510956,194000,194,48250,23.029510777513053,5.757377694378263,8.0,7.958762886597938,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.003482511848444119,0.0024282301503876862,0.0026106081204488873,0.0005835914053022861,0.01623578369617462,0.08729703825475262,0.037741049695072804,0.07760465970621924,0.03233775519071816,0.31790181010382956,0.053963386,0.06713753,0.036746778,7.148087e-05,0.5875764
0,0,3009.5594170093536,8755.149760007858,48749,11764.709177017212,195000,195,48500,23.01213966432429,5.753034916081073,8.0,7.958974358974359,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0027748988224193453,0.0019576187793037565,0.0022177648497745395,0.0005740990163758397,0.015318202786147594,0.07514884813166983,0.03541737709670384,0.06698800543329037,0.029633647718533173,0.3820925607395615,0.048510566,0.05798486,0.032368824,6.0081482e-05,0.6147435
1676,2,3025.410070180893,8798.66329407692,48999,11824.073364257812,196000,196,48750,22.981355603359592,5.745338900839898,8.0,7.959183673469388,838.0,2.0,838.0,836,840,-21.0,0.0,-21.0,-21.0,-21.0,21.0,0.0,21.0,21,21,-0.9780829841380694,0.019657477588229277,-0.9780829841380694,-0.9977404617262986,-0.95842550654984,-21.0,0.0,-21.0,-21.0,-21.0,0.0031418269395362586,0.0023831861890393014,0.0023802557261660695,0.0005722232745029032,0.01917816326022148,0.07903023959948034,0.03488465922566436,0.06906366158853319,0.027422823330452352,0.2472259746045788,0.04919021,0.0669987,0.031223144,1.8313527e-05,1.0
0,0,3041.2355647087097,8842.262905597687,49249,11883.498470306396,197000,197,49000,22.935984177833408,5.733996044458352,8.0,7.959390862944162,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.003168622584780678,0.0024886603972155653,0.0024409316247329116,0.00048609322402626276,0.024685723707079887,0.0798269576995339,0.03324090587691482,0.07152466510415872,0.031651354318899254,0.21914501095710354,0.048582543,0.05498423,0.034701236,0.00015290082,0.7085266
884,1,3057.0855243206024,8885.820974826813,49499,11942.906499147415,198000,198,49250,22.957858731978185,5.739464682994546,8.0,7.959595959595959,884.0,0.0,884.0,884,884,-21.0,0.0,-21.0,-21.0,-21.0,21.0,0.0,21.0,21,21,-1.8203532470463022,0.0,-1.8203532470463022,-1.8203532470463022,-1.8203532470463022,-21.0,0.0,-21.0,-21.0,-21.0,0.0033185930321924387,0.002577742996999143,0.0025908179813995957,0.0004630991898011416,0.02008507400751114,0.08031020450659815,0.032012924318730915,0.07295361550015494,0.025235945916183892,0.20870002987607195,0.050513778,0.07040706,0.030723065,6.214529e-05,0.709691
0,0,3072.9120116233826,8929.3298766613,49749,12002.241888284683,199000,198,49500,22.983802344726996,5.745950586181749,8.0,7.959798994974874,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.003296676425728947,0.0023727149213029508,0.002605822286568582,0.000541497312951833,0.01746460609138012,0.08319193865363064,0.03645945645828646,0.07483322733333017,0.03300631438350926,0.25143475313909175,0.04978054,0.056313135,0.033991553,2.026558e-06,0.67943126
0,0,3088.7530748844147,8972.792250394821,49999,12061.545325279236,200000,199,49750,23.008407367054286,5.752101841763571,8.0,7.96,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0030253441794775428,0.002074810902656654,0.002465141238644719,0.000422388082370162,0.014411384239792824,0.078176215410181,0.02906045206437556,0.07129331207061274,0.024782858510350243,0.1999219220654967,0.05111717,0.062032368,0.03385994,1.7762184e-05,0.6379378
1857,2,3104.6130442619324,9019.452712059021,50249,12124.065756320953,201000,200,50000,21.431421043295174,5.3578552608237935,8.0,7.960199004975125,928.5,0.5,928.5,928,929,-21.0,0.0,-21.0,-21.0,-21.0,21.0,0.0,21.0,21,21,-0.600917086077108,0.0030196838496337475,-0.600917086077108,-0.6039367699267417,-0.5978974022274742,-21.0,0.0,-21.0,-21.0,-21.0,0.0031751004524994643,0.0023463632818725034,0.0024759385269135237,0.0006896610138937831,0.018503772094845772,0.07775503306091268,0.029913730249179954,0.07076393549381864,0.03633547516479707,0.21427031826758947,0.046816334,0.055539574,0.03102684,0.00012554973,0.50500095
0,0,3120.458338737488,9062.96060848236,50499,12183.418947219849,202000,201,50250,22.98433347063751,5.746083367659377,8.0,7.96039603960396,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0034396011971402915,0.0025755899008373896,0.002745575038716197,0.0005020136013627052,0.017784249037504196,0.08495737963355163,0.037906929181913775,0.07620546556140614,0.031430111863554586,0.2942740767729653,0.04957609,0.05660807,0.0323361,2.0487234e-05,0.46253088
