Diagnostics/StepsInEval,Diagnostics/TrajsInEval,Diagnostics/CumEvalTime,Diagnostics/CumTrainTime,Diagnostics/Iteration,Diagnostics/CumTime (s),Diagnostics/CumSteps,Diagnostics/CumCompletedTrajs,Diagnostics/CumUpdates,Diagnostics/StepsPerSecond,Diagnostics/UpdatesPerSecond,Diagnostics/ReplayRatio,Diagnostics/CumReplayRatio,LengthAverage,LengthStd,LengthMedian,LengthMin,LengthMax,ReturnAverage,ReturnStd,ReturnMedian,ReturnMin,ReturnMax,NonzeroRewardsAverage,NonzeroRewardsStd,NonzeroRewardsMedian,NonzeroRewardsMin,NonzeroRewardsMax,DiscountedReturnAverage,DiscountedReturnStd,DiscountedReturnMedian,DiscountedReturnMin,DiscountedReturnMax,GameScoreAverage,GameScoreStd,GameScoreMedian,GameScoreMin,GameScoreMax,lossAverage,lossStd,lossMedian,lossMin,lossMax,gradNormAverage,gradNormStd,gradNormMedian,gradNormMin,gradNormMax,tdAbsErrAverage,tdAbsErrStd,tdAbsErrMedian,tdAbsErrMin,tdAbsErrMax
3790,5,168.71630334854126,469.0290148258209,2749,637.7453181743622,11000,11,2500,21.092371484428327,5.273092871107082,8.0,7.2727272727272725,758.0,0.8944271909999159,758.0,757,759,-21.0,0.0,-21.0,-21.0,-21.0,21.0,0.0,21.0,21,21,-1.9004362838523956,0.01708322035936764,-1.900359501650309,-1.9195550521720293,-1.881355906633806,-21.0,0.0,-21.0,-21.0,-21.0,0.010201396868942537,0.011515037822577852,0.01336020091548562,6.643253436777741e-05,0.04611106216907501,0.026231031520580154,0.015260745241547654,0.028555483179196615,0.006319420210777638,0.08705733256609623,0.035584122,0.12665902,0.01772713,0.00013717636,1.0
3790,5,182.88562059402466,517.344411611557,2999,700.2300322055817,12000,12,2750,20.69733597417594,5.174333993543985,8.0,7.333333333333333,758.0,1.4142135623730951,758.0,756,760,-21.0,0.0,-21.0,-21.0,-21.0,21.0,0.0,21.0,21,21,-1.9005514610334149,0.027012443656549968,-1.900359501650309,-1.9389444971434633,-1.862542347567468,-21.0,0.0,-21.0,-21.0,-21.0,0.01153811862487055,0.012841925678652803,0.014663359615951777,3.43939864251297e-05,0.047230951488018036,0.03087589616211386,0.018617123989889135,0.028620789659182237,0.0048288994454292146,0.11827173489039154,0.037658494,0.12762277,0.019905899,0.0009629652,0.9957453
3793,5,196.58217549324036,564.5551636219025,3249,761.1373391151428,13000,13,3000,21.18161557309798,5.295403893274495,8.0,7.384615384615385,758.6,1.4966629547095764,759.0,756,760,-21.0,0.0,-21.0,-21.0,-21.0,21.0,0.0,21.0,21,21,-1.8891489201125027,0.028572109108463327,-1.881355906633806,-1.9389444971434633,-1.862542347567468,-21.0,0.0,-21.0,-21.0,-21.0,0.010722433882991027,0.012847625713303595,0.0005363175587262958,1.9795052139670588e-05,0.06074727699160576,0.03000171803727163,0.01843991613485435,0.02649309710938196,0.004620052046403423,0.11217984668050658,0.043350127,0.14900023,0.019249193,0.0010907277,0.9980346
4551,6,210.20938086509705,611.9612786769867,3499,822.1706595420837,14000,15,3250,21.094325043046354,5.273581260761588,8.0,7.428571428571429,758.5,1.2583057392117916,758.5,757,760,-21.0,0.0,-21.0,-21.0,-21.0,21.0,0.0,21.0,21,21,-1.8909850346271846,0.02391326492855626,-1.8908577041420576,-1.9195550521720293,-1.862542347567468,-21.0,0.0,-21.0,-21.0,-21.0,0.010711167858535191,0.012183679210651171,0.012114526238292456,5.542580038309097e-05,0.04640820994973183,0.030658570925842087,0.017078725504023052,0.029969787129706417,0.007488847090299294,0.09309893422648581,0.04564541,0.15615039,0.019817647,0.00026027113,1.0
4550,6,223.01549196243286,658.6292130947113,3749,881.6447050571442,15000,16,3500,21.427989313797383,5.356997328449346,8.0,7.466666666666667,758.3333333333334,1.247219128924647,758.0,757,760,-21.0,0.0,-21.0,-21.0,-21.0,21.0,0.0,21.0,21,21,-1.8941523004632685,0.023685567075246952,-1.900359501650309,-1.9195550521720293,-1.862542347567468,-21.0,0.0,-21.0,-21.0,-21.0,0.011524923587494414,0.013019540641560232,0.014653188176453114,3.777226447709836e-05,0.07569362223148346,0.03290063830653388,0.019318451967386765,0.032631523574480625,0.005264270887053382,0.1273745725448934,0.04756087,0.15722798,0.020294476,2.2858381e-05,0.99544626
5318,7,235.8356671333313,703.5757372379303,3999,939.4114043712616,16000,17,3750,22.248661471876424,5.562165367969106,8.0,7.5,759.7142857142857,1.6659862556700857,760.0,756,761,-21.0,0.0,-21.0,-21.0,-21.0,21.0,0.0,21.0,21,21,-1.868162267312512,0.031647327077235825,-1.862542347567468,-1.9389444971434633,-1.8439169240917934,-21.0,0.0,-21.0,-21.0,-21.0,0.011237451254826737,0.013174003298326483,0.014578633476048708,1.6637524822726846e-05,0.07317293435335159,0.03400248307810909,0.02054446761571259,0.03408811996081604,0.002858465520278751,0.13947121576825935,0.039219063,0.12975582,0.020419754,2.001971e-05,1.0
3797,5,249.17745208740234,748.1796026229858,4249,997.3570547103882,17000,18,4000,22.419581607271386,5.6048954018178465,8.0,7.529411764705882,759.4,1.854723699099141,760.0,756,761,-21.0,0.0,-21.0,-21.0,-21.0,21.0,0.0,21.0,21,21,-1.8741353199056647,0.03525071978187333,-1.862542347567468,-1.9389444971434633,-1.8439169240917934,-21.0,0.0,-21.0,-21.0,-21.0,0.011129657238256187,0.012408779830100598,0.014164657332003117,4.038578845211305e-05,0.07316657155752182,0.03638306662197627,0.02177175324375858,0.035410232984617054,0.004927596975303815,0.13859278507222456,0.051622566,0.16748118,0.01977599,7.8871846e-05,0.9845885
3798,5,262.02027463912964,792.2723505496979,4499,1054.2926251888275,18000,19,4250,22.67946651141208,5.66986662785302,8.0,7.555555555555555,759.6,1.2,759.0,758,761,-21.0,0.0,-21.0,-21.0,-21.0,21.0,0.0,21.0,21,21,-1.8701810326203017,0.022539309683417615,-1.881355906633806,-1.900359501650309,-1.8439169240917934,-21.0,0.0,-21.0,-21.0,-21.0,0.011678375816874904,0.012132573237722958,0.013203088194131851,4.00349308620207e-05,0.057680658996105194,0.04295941508842741,0.024229281383090273,0.0415772906907346,0.002560251495682481,0.13640612092879545,0.047965843,0.14259568,0.021493476,6.761402e-05,1.0
3792,5,274.8224813938141,836.2779629230499,4749,1111.100444316864,19000,20,4500,22.724374143820754,5.681093535955188,8.0,7.578947368421052,758.4,0.48989794855663565,758.0,758,759,-21.0,0.0,-21.0,-21.0,-21.0,21.0,0.0,21.0,21,21,-1.8927580636437078,0.009309822213785953,-1.900359501650309,-1.900359501650309,-1.881355906633806,-21.0,0.0,-21.0,-21.0,-21.0,0.01027522807085188,0.010951345358989992,0.010489477775990963,0.00019129543215967715,0.05612436681985855,0.0504498469525453,0.02947638817482171,0.045729462318290656,0.006690394387517753,0.1698487617260658,0.04629947,0.116589226,0.023211105,4.9635768e-05,1.0
3790,5,288.5181882381439,880.7287335395813,4999,1169.2469217777252,20000,21,4750,22.496797831174092,5.624199457793523,8.0,7.6,758.0,1.2649110640673518,758.0,756,760,-21.0,0.0,-21.0,-21.0,-21.0,21.0,0.0,21.0,21,21,-1.9005130699323716,0.024161213148539504,-1.900359501650309,-1.9389444971434633,-1.862542347567468,-21.0,0.0,-21.0,-21.0,-21.0,0.009779564866490545,0.009763894505277466,0.007708374410867691,4.3965494114672765e-05,0.045596279203891754,0.06416958487035877,0.03505736263151515,0.060978660283200634,0.0022204715691281417,0.21916077085751087,0.05398187,0.13620473,0.021704251,0.00010050833,1.0
3791,5,302.2576389312744,925.5751547813416,5249,1227.832793712616,21000,22,5000,22.298323306761798,5.5745808266904495,8.0,7.619047619047619,758.2,1.9390719429665317,757.0,756,761,-21.0,0.0,-21.0,-21.0,-21.0,21.0,0.0,21.0,21,21,-1.8969027746293565,0.03682905671547409,-1.9195550521720293,-1.9389444971434633,-1.8439169240917934,-21.0,0.0,-21.0,-21.0,-21.0,0.008261702709656675,0.009226195518915105,0.004606232745572925,0.00013876805314794183,0.048981621861457825,0.06642536447274819,0.033785474643993806,0.06360008301985598,0.0049475087965091665,0.17639577392692762,0.048855357,0.121693775,0.01988469,2.4810433e-06,1.0
3789,5,315.9482295513153,971.02996134758,5499,1286.9781908988953,22000,23,5250,21.99987362266658,5.499968405666645,8.0,7.636363636363637,757.8,0.7483314773547883,758.0,757,759,-21.0,0.0,-21.0,-21.0,-21.0,21.0,0.0,21.0,21,21,-1.9042370028556963,0.014303145564708372,-1.900359501650309,-1.9195550521720293,-1.881355906633806,-21.0,0.0,-21.0,-21.0,-21.0,0.007776818396057933,0.008721626561758457,0.0031197441276162863,0.00017608734196983278,0.04357815161347389,0.06480865042902323,0.034015613213538166,0.06032891943562424,0.010532368353053793,0.2208718542538,0.04841659,0.121438004,0.018944828,1.7166138e-05,1.0
3796,5,330.1169443130493,1017.6591038703918,5749,1347.7760481834412,23000,24,5500,21.445815768771222,5.361453942192806,8.0,7.6521739130434785,759.2,1.9390719429665317,760.0,757,762,-21.0,0.0,-21.0,-21.0,-21.0,21.0,0.0,21.0,21,21,-1.8779345108659737,0.036578921664973896,-1.862542347567468,-1.9195550521720293,-1.825477754850875,-21.0,0.0,-21.0,-21.0,-21.0,0.0071705653731478376,0.00830995414275613,0.00256992073263973,0.0003316621296107769,0.039076268672943115,0.06408794726559222,0.0371844619087161,0.05679909802120657,0.01243806086563199,0.204504545842309,0.046315003,0.11578786,0.019430654,5.662441e-07,1.0
3799,5,345.67874336242676,1065.0094697475433,5999,1410.68821310997,24000,25,5750,21.119160992218255,5.279790248054564,8.0,7.666666666666667,759.8,2.039607805437114,759.0,757,763,-21.0,0.0,-21.0,-21.0,-21.0,21.0,0.0,21.0,21,21,-1.86668135336676,0.03815712456922015,-1.881355906633806,-1.9195550521720293,-1.807222977302366,-21.0,0.0,-21.0,-21.0,-21.0,0.005796996912336908,0.007961365816099238,0.001816256728488952,0.00017632248636800796,0.03968407213687897,0.059409812557594595,0.039995845454091475,0.05072147077288486,0.005644102542305602,0.23354166449341357,0.04218849,0.106600955,0.015580285,2.7119648e-05,1.0
5316,7,359.8012011051178,1111.9662759304047,6249,1471.7674770355225,25000,26,6000,21.296167292676476,5.324041823169119,8.0,7.68,759.4285714285714,1.3997084244475304,759.0,758,761,-21.0,0.0,-21.0,-21.0,-21.0,21.0,0.0,21.0,21,21,-1.8734550262657306,0.026326181259245785,-1.881355906633806,-1.900359501650309,-1.8439169240917934,-21.0,0.0,-21.0,-21.0,-21.0,0.0061686023330548775,0.007189813305458778,0.0021964862244203687,0.00012228547711856663,0.0332147590816021,0.06323110143431922,0.038415861291686115,0.05642730242515832,0.00823648053366516,0.23068402059266602,0.042080205,0.10831318,0.014502001,1.5446916e-05,1.0
5320,7,373.940810918808,1159.304764509201,6499,1533.245575428009,26000,27,6250,21.124459821641093,5.281114955410273,8.0,7.6923076923076925,760.0,0.9258200997725514,760.0,759,761,-21.0,0.0,-21.0,-21.0,-21.0,21.0,0.0,21.0,21,21,-1.8626229771063236,0.017330912536005195,-1.862542347567468,-1.881355906633806,-1.8439169240917934,-21.0,0.0,-21.0,-21.0,-21.0,0.006464725558646024,0.007193617303380654,0.002826807671226561,0.0001710934011498466,0.03857588395476341,0.0668198344674962,0.043083997987588406,0.056795423091909894,0.011151737856177518,0.23942120143240037,0.04113851,0.098778345,0.015722014,1.5911646e-06,0.9876899
3790,5,387.5626149177551,1205.1772968769073,6749,1592.7399117946625,27000,28,6500,21.799537727374034,5.4498844318435085,8.0,7.703703703703703,758.0,1.7888543819998317,757.0,756,761,-21.0,0.0,-21.0,-21.0,-21.0,21.0,0.0,21.0,21,21,-1.9006654864426242,0.03397697234423701,-1.9195550521720293,-1.9389444971434633,-1.8439169240917934,-21.0,0.0,-21.0,-21.0,-21.0,0.0062306623070035125,0.00676296109418977,0.0030280023347586393,0.00021230991114862263,0.034718651324510574,0.06290134488476506,0.03653426530283759,0.054145163940631916,0.009644192388243376,0.2344354621377007,0.03771359,0.08435809,0.015847534,6.6794455e-06,0.969244
3848,5,401.4816858768463,1250.2397058010101,6999,1651.7213916778564,28000,29,6750,22.191445683347045,5.547861420836761,8.0,7.714285714285714,769.6,7.96492310069595,775.0,758,777,-21.0,0.0,-21.0,-21.0,-21.0,21.0,0.0,21.0,21,21,-1.8965566756921433,0.03826036643567531,-1.900359501650309,-1.938300434988563,-1.825477754850875,-21.0,0.0,-21.0,-21.0,-21.0,0.006768972984165885,0.007313566973049574,0.0033984490437433124,0.00030706965480931103,0.03523313254117966,0.06878690788964359,0.0391459050146396,0.060638095345408066,0.00877425599307023,0.22485887019859138,0.045282837,0.09963413,0.016572502,2.6222551e-05,1.0
3880,5,415.0704290866852,1295.4370992183685,7249,1710.5075283050537,29000,30,7000,22.125169714232733,5.531292428558183,8.0,7.724137931034483,776.0,7.563068160475615,778.0,762,785,-21.0,0.0,-21.0,-21.0,-21.0,21.0,0.0,21.0,21,21,-1.5905709621005613,0.12518189354896386,-1.554317220328604,-1.825477754850875,-1.4487252207234056,-21.0,0.0,-21.0,-21.0,-21.0,0.00546010494674556,0.006271237326376765,0.0029427019180729985,0.00025918163009919226,0.02894531562924385,0.06821448845054244,0.04224273128108237,0.06142761907371645,0.01084690176989913,0.34065295855825095,0.04072238,0.0861836,0.018165514,4.526321e-05,1.0
3793,5,428.23476338386536,1339.293939590454,7499,1767.5287029743195,30000,31,7250,22.801460194485184,5.700365048621296,8.0,7.733333333333333,758.6,1.9595917942265424,758.0,756,762,-21.0,0.0,-21.0,-21.0,-21.0,21.0,0.0,21.0,21,21,-1.8892994323857522,0.03700159143552776,-1.900359501650309,-1.9389444971434633,-1.825477754850875,-21.0,0.0,-21.0,-21.0,-21.0,0.00496650346548995,0.005613464721902027,0.0025150292785838246,0.000129011576063931,0.028317010030150414,0.06681691153304999,0.043814341139953354,0.05630036756895373,0.0060097407557264644,0.2489903550267839,0.042307362,0.095107704,0.016376803,6.6962093e-06,1.0
3858,5,441.45411920547485,1384.002709388733,7749,1825.4568285942078,31000,32,7500,22.366976423459942,5.5917441058649855,8.0,7.741935483870968,771.6,13.093509842666327,763.0,758,788,-21.0,0.0,-21.0,-21.0,-21.0,21.0,0.0,21.0,21,21,-1.726229393839904,0.14808271572705486,-1.807222977302366,-1.900359501650309,-1.5412592301718648,-21.0,0.0,-21.0,-21.0,-21.0,0.005618551477207802,0.00611175237963547,0.00302130205091089,0.00023709010565653443,0.031575758010149,0.06953495353322339,0.041292280784016075,0.05856737494525514,0.009427962458801242,0.25299678837310546,0.045994982,0.108074926,0.017570958,5.3699594e-05,0.9999193
3926,5,454.89336013793945,1426.9568355083466,7999,1881.850195646286,32000,33,7750,23.28065055299499,5.820162638248748,8.0,7.75,785.2,3.370459909270544,786.0,779,789,-21.0,0.0,-21.0,-21.0,-21.0,21.0,0.0,21.0,21,21,-1.748712522539592,0.14141149538318654,-1.8422844753234147,-1.879690312543021,-1.5313734726417696,-21.0,0.0,-21.0,-21.0,-21.0,0.0052443825950613246,0.00583794494532906,0.0031537271570414305,0.00032878038473427296,0.03267499431967735,0.07547980907407001,0.04202380041323323,0.06785823806028823,0.011130660682009888,0.258393246069659,0.04658092,0.09599039,0.018947668,8.981209e-06,1.0
4022,5,470.1374888420105,1469.743894815445,8249,1939.8813836574554,33000,34,8000,23.371552431837717,5.842888107959429,8.0,7.757575757575758,804.4,50.847222146347384,779.0,777,906,-21.0,0.0,-21.0,-21.0,-21.0,21.0,0.0,21.0,21,21,-1.7319115631042805,0.06880713021429845,-1.736996858538133,-1.847785415506365,-1.6353480618855483,-21.0,0.0,-21.0,-21.0,-21.0,0.005315832407679409,0.00709729292325151,0.0023837529588490725,0.0001502127997810021,0.0585416704416275,0.06952174041276146,0.03983929993756433,0.062030737730151206,0.005679524572703967,0.2538064149620919,0.04624364,0.093982555,0.020657148,3.201724e-05,1.0
3835,5,484.18766236305237,1513.4744050502777,8499,1997.66206741333,34000,36,8250,22.867329803151204,5.716832450787801,8.0,7.764705882352941,767.0,9.186947262284681,764.0,759,785,-21.0,0.0,-21.0,-21.0,-21.0,21.0,0.0,21.0,21,21,-1.8293141383075757,0.0423327766471541,-1.807222977302366,-1.881355906633806,-1.7891507475293427,-21.0,0.0,-21.0,-21.0,-21.0,0.004376829035463743,0.005607819645628763,0.0021199563052505255,0.0002387426793575287,0.029598839581012726,0.06785428788629864,0.03853601432321368,0.06159275234331432,0.013293910349975792,0.21174979827458065,0.043153565,0.09796143,0.018937543,5.9381127e-06,1.0
4554,6,497.94143056869507,1558.214073896408,8749,2056.155504465103,35000,37,8500,22.351528873385753,5.587882218346438,8.0,7.771428571428571,759.0,1.5275252316519468,758.5,757,761,-21.0,0.0,-21.0,-21.0,-21.0,21.0,0.0,21.0,21,21,-1.8815773017150066,0.028822759235897947,-1.8908577041420576,-1.9195550521720293,-1.8439169240917934,-21.0,0.0,-21.0,-21.0,-21.0,0.004134991026250646,0.00491391666832688,0.0024177520535886288,0.0002745598030742258,0.02899486944079399,0.07436996764624482,0.0389264165448337,0.06621003455715699,0.012996371433618516,0.19441804943203878,0.0437631,0.0853213,0.022044733,1.9603409e-05,0.92900246
3790,5,511.61136507987976,1602.8385744094849,8999,2114.4499394893646,36000,38,8750,22.40921441141867,5.6023036028546676,8.0,7.777777777777778,758.0,0.6324555320336759,758.0,757,759,-21.0,0.0,-21.0,-21.0,-21.0,21.0,0.0,21.0,21,21,-1.9003978927513523,0.012079721966998903,-1.900359501650309,-1.9195550521720293,-1.881355906633806,-21.0,0.0,-21.0,-21.0,-21.0,0.004688122097868472,0.005910636520369029,0.0021700552897527814,0.00039216713048517704,0.04459802806377411,0.07359669594381905,0.03850061482104519,0.06823124930350724,0.01692587029068244,0.20378738995465326,0.041936018,0.075498596,0.02283768,1.0967255e-05,0.99797547
3791,5,526.0629258155823,1648.336644411087,9249,2174.3995702266693,37000,39,9000,21.9789542713523,5.494738567838075,8.0,7.783783783783784,758.2,0.7483314773547883,758.0,757,759,-21.0,0.0,-21.0,-21.0,-21.0,21.0,0.0,21.0,21,21,-1.8965971737480516,0.014282624763774492,-1.900359501650309,-1.9195550521720293,-1.881355906633806,-21.0,0.0,-21.0,-21.0,-21.0,0.003941222388646566,0.005344182744284143,0.001788365247193724,0.0002920964325312525,0.029924724251031876,0.06862252136487876,0.038472760898949236,0.06057530361213143,0.01155055190540722,0.22710796715139786,0.04058145,0.07869772,0.022169134,4.2915344e-06,0.98646414
3792,5,539.678838968277,1694.305979013443,9499,2233.98481798172,38000,40,9250,21.75363225615951,5.438408064039877,8.0,7.7894736842105265,758.4,0.8,759.0,757,759,-21.0,0.0,-21.0,-21.0,-21.0,21.0,0.0,21.0,21,21,-1.892796454744751,0.015270105684030876,-1.881355906633806,-1.9195550521720293,-1.881355906633806,-21.0,0.0,-21.0,-21.0,-21.0,0.0035411075993906707,0.0044162467511341084,0.0018770561437122524,0.00016030840924941003,0.029534263536334038,0.0713238682104834,0.038536063941422546,0.06365517196960044,0.013236767607179695,0.2523842460804653,0.040199082,0.058833294,0.022739748,0.000116445124,0.79007137
4218,5,555.5589880943298,1739.214127779007,9749,2294.773115873337,39000,41,9500,22.267673629130098,5.566918407282524,8.0,7.794871794871795,843.6,27.317393726342196,824.0,819,877,-21.0,0.0,-21.0,-21.0,-21.0,21.0,0.0,21.0,21,21,-1.5386197379743496,0.13740679755902468,-1.60479417642477,-1.687498388225534,-1.373444477460799,-21.0,0.0,-21.0,-21.0,-21.0,0.003924479104112834,0.00505627846595661,0.0017837636405602098,0.0004981348756700754,0.029006559401750565,0.06748362269468484,0.03777693375022559,0.05838465760526956,0.016628524399798113,0.24759292492048907,0.0425369,0.068490334,0.024572775,3.1493604e-05,0.9975957
