Diagnostics/StepsInEval,Diagnostics/TrajsInEval,Diagnostics/CumEvalTime,Diagnostics/CumTrainTime,Diagnostics/Iteration,Diagnostics/CumTime (s),Diagnostics/CumSteps,Diagnostics/CumCompletedTrajs,Diagnostics/CumUpdates,Diagnostics/StepsPerSecond,Diagnostics/UpdatesPerSecond,Diagnostics/ReplayRatio,Diagnostics/CumReplayRatio,LengthAverage,LengthStd,LengthMedian,LengthMin,LengthMax,ReturnAverage,ReturnStd,ReturnMedian,ReturnMin,ReturnMax,NonzeroRewardsAverage,NonzeroRewardsStd,NonzeroRewardsMedian,NonzeroRewardsMin,NonzeroRewardsMax,DiscountedReturnAverage,DiscountedReturnStd,DiscountedReturnMedian,DiscountedReturnMin,DiscountedReturnMax,GameScoreAverage,GameScoreStd,GameScoreMedian,GameScoreMin,GameScoreMax,lossAverage,lossStd,lossMedian,lossMin,lossMax,gradNormAverage,gradNormStd,gradNormMedian,gradNormMin,gradNormMax,tdAbsErrAverage,tdAbsErrStd,tdAbsErrMedian,tdAbsErrMin,tdAbsErrMax
700,6,28.13216996192932,412.8904643058777,2499,441.022634267807,10000,55,2250,21.66268362655073,5.415670906637683,8.0,7.2,116.66666666666667,2.6874192494328497,116.5,113,120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004049274967197562,0.007433978376130549,0.0003228733839932829,6.4482719608349726e-06,0.03226847946643829,0.018122683944845827,0.01659388871454905,0.010618851730455441,0.0018274133070166811,0.10399915138055904,0.02179991,0.100436546,0.006566193,1.1175871e-05,1.0
697,6,30.43623447418213,458.68097734451294,2749,489.11721181869507,11000,62,2500,21.838584755673313,5.459646188918328,8.0,7.2727272727272725,116.16666666666667,1.674979270186815,116.0,113,118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004485123052420022,0.007627604047237293,0.000395822266000323,3.455535988905467e-06,0.031709711998701096,0.020336536592379325,0.018320791982333124,0.011783227986837397,0.001022903737712361,0.09354339547376958,0.016327906,0.07925682,0.0050451607,3.2037497e-06,1.0
960,5,34.166762828826904,504.9997510910034,2999,539.1665139198303,12000,67,2750,21.589518009979027,5.397379502494757,8.0,7.333333333333333,192.0,2.1908902300206643,192.0,188,194,2.0,0.0,2.0,2.0,2.0,2.0,0.0,2.0,2,2,1.1734461465957957,0.02620273820669326,1.1717532600552805,1.1484353701801804,1.2198189955580603,2.0,0.0,2.0,2.0,2.0,0.004124568100677606,0.007666411990227368,0.0004540155496215448,3.453779982010019e-06,0.031805798411369324,0.020751266935740594,0.01862482666547193,0.013139304486110857,0.001788064314693357,0.10212670511050326,0.019548286,0.09116342,0.0064042285,7.987022e-06,1.0
585,5,36.55074739456177,551.6639857292175,3249,588.2147331237793,13000,74,3000,21.42968823453248,5.35742205863312,8.0,7.384615384615385,117.0,2.280350850198276,117.0,114,120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0034026101797589945,0.007027409873871749,0.0004610459291143343,1.743352868288639e-06,0.033063165843486786,0.01758662696231772,0.016770168915451297,0.011220005248625731,0.0005277822081979013,0.08376658805584106,0.01829771,0.091984086,0.00504639,2.115965e-06,1.0
574,5,38.84919214248657,598.349063873291,3499,637.1982560157776,14000,80,3250,21.420120512895547,5.355030128223887,8.0,7.428571428571429,114.8,1.16619037896906,115.0,113,116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004497823154731123,0.007684457791262954,0.0005668058583978564,3.3949711450986797e-06,0.032668329775333405,0.021347449199070993,0.01899401174658225,0.01472152004882352,0.001752478662440706,0.10359597712789916,0.017542763,0.07528802,0.0062271655,2.6077032e-06,1.0
684,6,41.158512592315674,644.8735022544861,3749,686.0320148468018,15000,85,3500,21.49407998881282,5.373519997203205,8.0,7.466666666666667,114.0,1.5275252316519468,113.5,112,116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00480438039460023,0.0077371905975291795,0.0005468341405503452,4.758470367960399e-06,0.03237413242459297,0.022772223143223285,0.018292700009396617,0.01708332575464292,0.0018502203640953301,0.10154791458094091,0.013916157,0.06651248,0.005428806,2.041459e-06,1.0
578,5,43.46129012107849,691.3830418586731,3999,734.8443319797516,16000,90,3750,21.500965361307838,5.375241340326959,8.0,7.5,115.6,1.3564659966250536,116.0,114,117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004503528018325596,0.007573644068207735,0.0005205119377933443,3.2845564419403672e-06,0.031662411987781525,0.021454499208450828,0.01829311552969041,0.013284980843740923,0.0020152791091147654,0.08467582988317483,0.017376496,0.08002312,0.00644131,3.516674e-06,1.0
571,5,45.7197163105011,737.8735854625702,4249,783.5933017730713,17000,95,4000,21.509750639185352,5.377437659796338,8.0,7.529411764705882,114.2,0.7483314773547882,114.0,113,115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004113714760229413,0.00779499509760913,0.0006151840789243579,3.57152975993813e-06,0.047978341579437256,0.020934447750567423,0.018882908178344,0.01383540473643778,0.001732131586935026,0.11065210377912046,0.021776542,0.09826701,0.0062438324,1.0669231e-05,1.0
688,6,47.98071599006653,787.2021539211273,4499,835.1828699111938,18000,100,4250,20.272228269509572,5.068057067377393,8.0,7.555555555555555,114.66666666666667,1.1055415967851334,114.5,113,116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005416262195923991,0.008136030447765511,0.0011708088568411767,4.68824237032095e-06,0.047844067215919495,0.02619007963241151,0.019709456788238815,0.02029587257022057,0.002083154537593123,0.12220019933859326,0.026283694,0.116045155,0.006488219,2.0712614e-06,1.0
572,5,50.25329399108887,833.6697549819946,4749,883.9230489730835,19000,105,4500,21.520370692046548,5.380092673011637,8.0,7.578947368421052,114.4,0.8,115.0,113,115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006499711069140176,0.00984647496197865,0.0008552164654247463,8.58352541399654e-06,0.04724830016493797,0.030408740422434136,0.02417170903413235,0.024030270310193128,0.0030029124207543163,0.14991099546540895,0.02164217,0.088614576,0.0074576586,6.7204237e-06,1.0
570,5,52.525338888168335,880.3262178897858,4999,932.8515567779541,20000,111,4750,21.433257852750998,5.3583144631877495,8.0,7.6,114.0,1.2649110640673518,115.0,112,115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004747594621549069,0.008208945994036166,0.0007465725357178599,3.1574227250530384e-06,0.033038098365068436,0.02418176207000972,0.021542381431555284,0.015303942389135492,0.0019032323933191968,0.11726295613902706,0.023756348,0.10368631,0.006408818,6.6652894e-05,1.0
946,5,56.19313383102417,927.2266926765442,5249,983.4198265075684,21000,117,5000,21.321745772226883,5.330436443056721,8.0,7.619047619047619,189.2,0.4,189.0,189,190,2.0,0.0,2.0,2.0,2.0,2.0,0.0,2.0,2,2,1.2052055639912749,0.004830483222409932,1.2076208056024798,1.195544597546455,1.2076208056024798,2.0,0.0,2.0,2.0,2.0,0.005317005706845521,0.008351528249508485,0.0008179736905731261,3.481002750049811e-06,0.03338831663131714,0.026159325849873086,0.020825159357277665,0.018507954726992907,0.0015389726817803741,0.11242631095382896,0.024007317,0.099675216,0.008004032,1.9535422e-05,1.0
566,5,58.41500782966614,974.0188889503479,5499,1032.433896780014,22000,122,5250,21.371084916564243,5.342771229141061,8.0,7.636363636363637,113.2,0.4,113.0,113,114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00448014939766108,0.007424174789687991,0.0007775408739689738,6.154004495328991e-06,0.03382008895277977,0.02308262278918225,0.019551326385196726,0.01625949626675941,0.0023769663996879384,0.1156298287662988,0.016104333,0.07565454,0.006291114,6.362796e-06,1.0
1824,7,63.834120988845825,1020.4028644561768,5749,1084.2369854450226,23000,127,5500,21.5591697152896,5.3897924288224,8.0,7.6521739130434785,260.57142857142856,43.05430837195919,288.0,192,288,3.4285714285714284,0.9035079029052513,4.0,2.0,4.0,3.4285714285714284,0.9035079029052513,4.0,2,4,1.4369615929714503,0.1738208971382127,1.4869939271917632,1.1669998596352233,1.5926141532637992,3.4285714285714284,0.9035079029052513,4.0,2.0,4.0,0.005372295121528623,0.008695325756259411,0.0009370863845106214,2.64955815509893e-06,0.04713413119316101,0.027941064057297547,0.022782974076756505,0.020081587678556445,0.0014465714617412976,0.1429255969561888,0.021934962,0.09321784,0.0067540705,2.515316e-05,1.0
572,5,66.11347842216492,1066.9539394378662,5999,1133.0674178600311,24000,132,5750,21.481781041433376,5.370445260358344,8.0,7.666666666666667,114.4,1.019803902718557,114.0,113,116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004787287886747435,0.007600702219307587,0.0009408760233782232,5.6171288633777294e-06,0.033175863325595856,0.02479078714744533,0.02036430331578653,0.016914355014126047,0.0023481595721625,0.1007257837848785,0.01928984,0.08921872,0.0060049817,2.2351742e-07,1.0
590,5,68.46042490005493,1113.5366415977478,6249,1181.9970664978027,25000,137,6000,21.467196054187465,5.366799013546866,8.0,7.68,118.0,2.0976176963403033,119.0,114,120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00450210322182329,0.007340789000636428,0.0009363040735479444,9.82443111752218e-07,0.032280806452035904,0.024878503102499252,0.020706088492771807,0.016743402414427157,0.0008850252171612293,0.11838893032664662,0.021848686,0.09656552,0.0061216876,1.9729137e-05,1.0
955,5,72.11345934867859,1160.2425076961517,6499,1232.3559670448303,26000,143,6250,21.41058679638044,5.35264669909511,8.0,7.6923076923076925,191.0,0.0,191.0,191,191,2.0,0.0,2.0,2.0,2.0,2.0,0.0,2.0,2,2,1.187852470934624,0.0034809856838099295,1.1906946838437134,1.1835891515709904,1.1906946838437134,2.0,0.0,2.0,2.0,2.0,0.004761175151448697,0.0077750394336055535,0.0009980445611290634,3.7976997191435657e-06,0.03318580985069275,0.025996359180483777,0.021974815191075307,0.017482768956241235,0.002039806327947559,0.11781541183969249,0.018784309,0.08491481,0.005742632,4.723668e-06,1.0
1150,6,75.8337869644165,1206.964512348175,6749,1282.7982993125916,27000,148,6500,21.40319122537253,5.350797806343133,8.0,7.703703703703703,191.66666666666666,1.699673171197595,191.0,190,194,2.0,0.0,2.0,2.0,2.0,2.0,0.0,2.0,2,2,1.1782368460323263,0.021829556013138154,1.187141917707352,1.1484353701801804,1.2027219028724376,2.0,0.0,2.0,2.0,2.0,0.005283385445560725,0.008032215459349495,0.0011504676658660173,1.692075670689519e-06,0.03430371358990669,0.02891498999359237,0.02223047211833203,0.020722586085238092,0.001259091859533348,0.12347556099387119,0.030335724,0.12637027,0.0074303,1.719594e-05,1.0
1147,6,79.5224347114563,1253.5879209041595,6999,1333.1103556156158,28000,155,6750,21.448453276409836,5.362113319102459,8.0,7.714285714285714,191.16666666666666,2.1921577396609844,190.5,188,194,2.0,0.0,2.0,2.0,2.0,2.0,0.0,2.0,2,2,1.1854242351732862,0.025450133272501434,1.1931196406950841,1.1484353701801804,1.2198189955580603,2.0,0.0,2.0,2.0,2.0,0.005469195518304332,0.007882998680582343,0.0013224915019236505,3.4149770726799034e-06,0.034288618713617325,0.029559169766719427,0.021217907756903586,0.022536252519491165,0.0020603885020520746,0.10727004615959106,0.01895546,0.07112952,0.0072908252,2.1457672e-05,1.0
1147,5,84.9874165058136,1299.9315185546875,7249,1384.918935060501,29000,160,7000,21.57795360517523,5.394488401293808,8.0,7.724137931034483,229.4,47.03445545554876,192.0,190,287,2.8,0.9797958971132712,2.0,2.0,4.0,2.8,0.9797958971132712,2.0,2,4,1.3319596135811398,0.17842844416393874,1.2027219028724376,1.1717532600552805,1.5926141532637992,2.8,0.9797958971132712,2.0,2.0,4.0,0.005314593610975862,0.008010084649269453,0.0012429243652150035,4.482351414480945e-06,0.03381139412522316,0.030208023100151544,0.023038248390586016,0.022209835965911202,0.0019269228918914847,0.12818403201206774,0.023524601,0.09727977,0.0073542595,6.735325e-06,1.0
580,5,87.32915496826172,1346.5071651935577,7499,1433.8363201618195,30000,167,7250,21.470448016613012,5.367612004153253,8.0,7.733333333333333,116.0,2.0976176963403033,117.0,113,118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005585696745465611,0.008064702511981861,0.0012875618995167315,8.539936970919371e-07,0.04879403114318848,0.03091150959624776,0.02248404201449884,0.022536337219206604,0.0007756429949514746,0.13739727343526204,0.025892708,0.10299113,0.008160323,1.1920929e-06,1.0
698,6,89.67886638641357,1393.0357184410095,7749,1482.714584827423,31000,173,7500,21.492179107347738,5.3730447768369345,8.0,7.741935483870968,116.33333333333333,1.699673171197595,117.0,114,118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005933904421810439,0.008634892225107164,0.001316893962211907,5.520691047422588e-06,0.04847877100110054,0.03221652047033394,0.023414673597944004,0.025922788677285195,0.0019762856376708427,0.14727016579590718,0.022559652,0.09166253,0.0075588226,2.3841858e-07,1.0
757,5,93.07634329795837,1439.8129889965057,7999,1532.889332294464,32000,179,7750,21.377904014592026,5.344476003648007,8.0,7.75,151.4,27.288092641296863,173.0,117,175,1.2,0.9797958971132713,2.0,0.0,2.0,1.2,0.9797958971132713,2.0,0,2,0.5359118815604494,0.43761899518109293,0.8812577348367447,0.0,0.8991508364827514,1.2,0.9797958971132713,2.0,0.0,2.0,0.005071112693074155,0.007772190179478153,0.001162900880444795,1.4217388297765865e-06,0.033597081899642944,0.028537874245836377,0.022071735386303568,0.02104999642937334,0.001723851304129282,0.11424992383447344,0.021090513,0.096086636,0.0059762597,6.4074993e-06,1.0
587,5,95.41657447814941,1486.3695237636566,8249,1581.786098241806,33000,185,8000,21.47926182653901,5.369815456634752,8.0,7.757575757575758,117.4,1.624807680927192,118.0,115,119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005624288363662345,0.008019861857009572,0.0012573052663356066,8.193518624466378e-06,0.033149365335702896,0.03119945320353753,0.022980238148222278,0.023634464819202783,0.0031454861446660754,0.12268031495754411,0.029642489,0.11665399,0.007702887,1.0728836e-06,1.0
701,6,97.74569439888,1532.9374012947083,8499,1630.6830956935883,34000,189,8250,21.47403001850785,5.368507504626963,8.0,7.764705882352941,116.83333333333333,1.3437096247164246,117.0,114,118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004823877961593098,0.007292209260670468,0.0011847956920973957,2.6901066121354233e-06,0.03294263780117035,0.02716766529352644,0.021764686850660415,0.018142061342408443,0.0021537059578516145,0.12396459362243045,0.023394387,0.102691986,0.006370038,1.50203705e-05,1.0
577,5,100.07388615608215,1579.9791617393494,8749,1680.0530478954315,35000,195,8500,21.257707844008156,5.314426961002039,8.0,7.771428571428571,115.4,1.4966629547095764,115.0,114,118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006350426610715658,0.009091728089192437,0.0013753324165008962,5.162644356460078e-06,0.045761920511722565,0.03485452895733458,0.026187435969800475,0.026947142944116362,0.0018703921799426066,0.14374633522586083,0.026404439,0.10973408,0.0073643476,4.053116e-06,1.0
820,7,102.4232234954834,1626.4229156970978,8999,1728.8461391925812,36000,201,8750,21.531420584773073,5.382855146193268,8.0,7.777777777777778,117.14285714285714,1.9587584572574412,118.0,114,119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005320077185071569,0.007963191428927716,0.0012640171917155385,1.0264119737257715e-05,0.03375125676393509,0.029617448797439275,0.022392969729757635,0.022667110466797556,0.003494602373130914,0.12581116099920744,0.027259478,0.111608535,0.007376522,2.810359e-05,1.0
570,5,104.67776775360107,1672.9160792827606,9249,1777.5938470363617,37000,206,9000,21.508538522174717,5.377134630543679,8.0,7.783783783783784,114.0,0.6324555320336759,114.0,113,115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005146480506555235,0.007976510654174393,0.001328192709479481,5.8803943829843774e-06,0.03448902443051338,0.03135786139148608,0.023793969145800287,0.023164779545314748,0.0022139449936150442,0.13472108091734106,0.024681775,0.09831789,0.009035677,1.1622906e-05,1.0
946,5,108.41025638580322,1719.9447202682495,9499,1828.3549766540527,38000,212,9250,21.26363805215122,5.315909513037805,8.0,7.7894736842105265,189.2,1.6,188.0,188,192,2.0,0.0,2.0,2.0,2.0,2.0,0.0,2.0,2,2,1.2014119541570336,0.01753798270196763,1.2148706089620582,1.1717532600552805,1.2148706089620582,2.0,0.0,2.0,2.0,2.0,0.004801726769124343,0.007540857676534377,0.001325086923316121,1.5220789464365225e-06,0.04607519507408142,0.028017973535253957,0.02424450870464027,0.01770329298826146,0.0016741764084713948,0.14879846022228288,0.022105759,0.09723638,0.007160902,1.347065e-05,1.0
571,5,110.72506737709045,1766.7928674221039,9749,1877.5179347991943,39000,218,9500,21.345561366939275,5.336390341734819,8.0,7.794871794871795,114.2,2.4,113.0,112,118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005277802103579234,0.008165657142536814,0.0014046765281818807,1.605543729965575e-06,0.04619702696800232,0.030930386440677013,0.02415770420607281,0.023530869436623407,0.0015473303622214319,0.1400334608689233,0.026530055,0.10298839,0.0069271624,3.3527613e-05,1.0
1064,5,116.14230108261108,1813.4158143997192,9999,1929.5581154823303,40000,223,9750,21.448665621246995,5.362166405311749,8.0,7.8,212.8,37.615954062073186,195.0,192,288,2.4,0.8,2.0,2.0,4.0,2.4,0.8,2.0,2,4,1.220326034628576,0.13372750302265318,1.1553298610388711,1.1437765624284824,1.4869939271917632,2.4,0.8,2.0,2.0,4.0,0.005282699830995625,0.008015720948438873,0.0014114800724200904,2.1932648905931273e-06,0.048367612063884735,0.030820243527427023,0.023952402340392167,0.023510443609420763,0.0016236613852449184,0.15799774780220024,0.024690619,0.107620806,0.006890759,1.2427568e-05,1.0
681,6,118.40320372581482,1859.993765115738,10249,1978.3969688415527,41000,229,10000,21.469385935351784,5.367346483837946,8.0,7.804878048780488,113.5,1.118033988749895,113.0,112,115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006101946603266697,0.008305768475193178,0.0015982313198037446,2.5856156753434334e-06,0.03524366766214371,0.03467799429658952,0.02448552640721228,0.028875308233843832,0.002526224080110194,0.13267018785134654,0.02776841,0.11994085,0.0064151883,6.198883e-06,1.0
816,7,120.73197960853577,1906.4568800926208,10499,2027.1888597011566,42000,234,10250,21.522448516366925,5.380612129091731,8.0,7.809523809523809,116.57142857142857,2.3819045715047236,117.0,113,119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005462587132619774,0.007847856608351357,0.001427632465492934,1.0833548458322184e-06,0.03412880748510361,0.029322398398251858,0.02308495046426451,0.02301448791032602,0.0012943727189708744,0.12261961419887205,0.021646462,0.0990888,0.005162984,1.4156103e-05,1.0
690,6,122.96474385261536,1952.9740779399872,10749,2075.9388217926025,43000,239,10500,21.497425603348486,5.374356400837121,8.0,7.813953488372093,115.0,1.0,115.0,114,116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005596406350039615,0.008228294197314244,0.0014789491542614996,5.502999556483701e-06,0.04585672542452812,0.03193318326990969,0.02404088840518466,0.023985663899774516,0.0031058182298765815,0.15336145077732805,0.023735657,0.0988533,0.0074182004,3.9875507e-05,1.0
