Diagnostics/StepsInEval,Diagnostics/TrajsInEval,Diagnostics/CumEvalTime,Diagnostics/CumTrainTime,Diagnostics/Iteration,Diagnostics/CumTime (s),Diagnostics/CumSteps,Diagnostics/CumCompletedTrajs,Diagnostics/CumUpdates,Diagnostics/StepsPerSecond,Diagnostics/UpdatesPerSecond,Diagnostics/ReplayRatio,Diagnostics/CumReplayRatio,LengthAverage,LengthStd,LengthMedian,LengthMin,LengthMax,ReturnAverage,ReturnStd,ReturnMedian,ReturnMin,ReturnMax,NonzeroRewardsAverage,NonzeroRewardsStd,NonzeroRewardsMedian,NonzeroRewardsMin,NonzeroRewardsMax,DiscountedReturnAverage,DiscountedReturnStd,DiscountedReturnMedian,DiscountedReturnMin,DiscountedReturnMax,GameScoreAverage,GameScoreStd,GameScoreMedian,GameScoreMin,GameScoreMax,lossAverage,lossStd,lossMedian,lossMin,lossMax,gradNormAverage,gradNormStd,gradNormMedian,gradNormMin,gradNormMax,tdAbsErrAverage,tdAbsErrStd,tdAbsErrMedian,tdAbsErrMin,tdAbsErrMax,priorityAverage,priorityStd,priorityMedian,priorityMin,priorityMax
17565,100,12.407348871231079,0.0071563720703125,0,12.414505243301392,960,0,0,nan,nan,0.0,0.0,175.65,58.0598613501617,164.5,113,386,1.47,1.3817018491700734,1.0,0.0,7.0,1.47,1.3817018491700734,1.0,0,7,1.0904805925313883,0.9725086721924369,0.8802925808451345,0.0,4.468742936671767,1.47,1.3817018491700734,1.0,0.0,7.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
16464,100,24.009260416030884,515.204959154129,1040,539.2142195701599,999360,4574,937,1939.7598254563088,1.8187189365719674,3.600384245917387,3.600384245917387,164.64,52.75879452754772,119.0,112,244,1.22,1.2929037087115187,0.0,0.0,3.0,1.22,1.2929037087115187,0.0,0,3,0.8235561612216477,0.8692772028887578,0.0,0.0,2.0275079629960233,1.22,1.2929037087115187,0.0,0.0,3.0,0.0009858439851071056,0.0008429404680979274,0.00046998553443700075,7.418523455271497e-05,0.0038173391949385405,0.007539121131776879,0.009076629650448444,0.0049947365461444964,0.00027966942570672223,0.0754135736599937,0.017321834,0.05541444,0.0,0.0,1.2029684,0.15650798,0.12899688,0.098675966,0.015866844,1.1007766
14022,100,34.12044978141785,1046.7315261363983,2081,1080.8519759178162,1998720,9543,1978,1880.1694253475325,1.9585098180703464,4.0,3.8001921229586935,140.22,27.72925530914958,120.0,113,208,0.81,0.9240670971309388,0.0,0.0,3.0,0.81,0.9240670971309388,0.0,0,3,0.583509461543832,0.6592340126766352,0.0,0.0,2.0992954810836038,0.81,0.9240670971309388,0.0,0.0,3.0,0.00014241672988427897,0.00012517442915165977,0.00011827627895399928,1.8806866137310863e-05,0.001775698852725327,0.005404182997080432,0.0030645362497923904,0.005002019382823969,0.00030482724057306535,0.03986356986199325,0.0057229945,0.022096703,0.0,0.0,1.0327879,0.07584476,0.083169505,0.03885951,0.00810637,0.9453399
18953,100,47.24022102355957,1578.0723278522491,3122,1625.3125488758087,2998080,14498,3019,1880.8267627345422,1.9591945445151482,4.0,3.866794748639129,189.53,24.74326372975077,195.0,119,215,1.62,0.5436910887627275,2.0,0.0,2.0,1.62,0.5436910887627275,2.0,0,2,1.3141438442612536,0.4074430030665492,1.5274728083894598,0.0,1.6600251372658277,1.62,0.5436910887627275,2.0,0.0,2.0,0.0001405711319149531,0.00029886505614509616,7.134961197152734e-05,6.897664206917398e-06,0.004132396541535854,0.005336128909982111,0.013276185877454152,0.0036261054566712747,0.00018069154047474568,0.37983087285408645,0.003438237,0.016440675,0.0,0.0,0.8493024,0.051621586,0.066343494,0.029929146,0.006088338,0.96396667
22699,100,62.86310958862305,2111.2958419322968,4163,2174.15895152092,3997440,19766,4060,1874.1859156833357,1.9522769955034744,4.0,3.900096061479347,226.99,55.68078573439853,250.0,120,294,2.53,1.25263721803242,3.0,0.0,4.0,2.53,1.25263721803242,3.0,0,4,1.8970340117908124,0.812398249069807,2.1475777264970626,0.0,2.879211370586251,2.53,1.25263721803242,3.0,0.0,4.0,9.286161564198697e-05,0.00013243423625769205,6.226126424735412e-05,6.827583547419636e-06,0.00238590594381094,0.0033982865149422025,0.002812045560700877,0.002619734044108615,0.00038652627721887177,0.03437703405295777,0.00269875,0.015494219,0.0,0.0,1.0061706,0.042085383,0.07164126,0.020824786,4.039891e-05,1.1170864
24089,100,79.2426187992096,2644.2212450504303,5204,2723.46386384964,4996800,25092,5101,1875.2343088784453,1.9533690717483805,4.0,3.920076849183477,240.89,100.02868538574323,280.0,114,384,2.95,2.342541355024496,4.0,0.0,6.0,2.95,2.342541355024496,4.0,0,6,1.8316149301116185,1.3403345951664691,2.3598973468083786,0.0,3.6009098733462244,2.95,2.342541355024496,4.0,0.0,6.0,0.0001288206526676401,0.0002892694795552315,4.834227729588747e-05,4.784503744303947e-06,0.002819047076627612,0.0066241802171399505,0.01796073541232307,0.0030726425447428142,0.00022651465891091341,0.40925381474984635,0.0030396194,0.017782954,0.0,0.0,0.8007745,0.039626066,0.06595078,0.019147627,1.2014061e-06,1.0897837
19241,100,92.54246759414673,3179.874068260193,6245,3272.4165358543396,5996160,29958,6142,1865.686050176289,1.9434229689336344,4.0,3.9333973743195645,192.41,29.52087227708558,193.0,114,260,1.93,0.7107038764492564,2.0,0.0,3.0,1.93,0.7107038764492564,2.0,0,3,1.5893269798304461,0.5061921619933519,1.694381903222964,0.0,2.3361160625110164,1.93,0.7107038764492564,2.0,0.0,3.0,0.0001311171223867363,8.831911792044583e-05,0.00010776196722872555,1.4272289263317361e-05,0.0007420937181450427,0.008484890016429469,0.009404433460331046,0.005717348321639973,0.0007700747577572851,0.11554250512015586,0.0049506584,0.020013565,0.0,0.0,0.8803835,0.056286197,0.08497927,0.020004287,1.7305834e-05,1.0764722
17061,100,104.41609930992126,3707.2606790065765,7286,3811.676778316498,6995520,34023,7183,1894.9286531670878,1.9738840137157165,4.0,3.942912035131055,170.61,67.67154424128357,120.0,113,269,1.16,1.4540976583434828,0.0,0.0,3.0,1.16,1.4540976583434828,0.0,0,3,0.7853885643584912,0.9865660614755504,0.0,0.0,2.1791080702270382,1.16,1.4540976583434828,0.0,0.0,3.0,6.97398859895855e-05,6.775583033996403e-05,5.311793211149052e-05,2.7299711291561835e-06,0.0010238976683467627,0.004469458081187389,0.00392793106215117,0.0033560416550932936,0.00015936352157186871,0.03932146633277242,0.003535746,0.016722264,0.0,0.0,0.80932105,0.039544873,0.067454845,0.017025696,8.4005296e-07,0.9454873
23812,100,120.82020044326782,4238.261739492416,8327,4359.081939935684,7994880,37038,8224,1882.0301396114628,1.9604480620952738,4.0,3.9500480307396733,238.12,49.18521729137729,195.0,188,294,2.94,0.9981983770774223,2.0,2.0,4.0,2.94,0.9981983770774223,2.0,2,4,2.2310985865281485,0.5644968649365693,1.71623039964261,1.6828927036102126,2.896564689641896,2.94,0.9981983770774223,2.0,2.0,4.0,0.00026724127960484317,0.00023217547088043945,0.00023368308029603213,4.377299774205312e-06,0.0030483549926429987,0.008647866395977482,0.011431873566091339,0.005727381178078177,0.00021809024296713358,0.1956403631323887,0.009493621,0.034745388,0.00022912584,0.0,1.214281,0.09556779,0.117472626,0.043752607,1.8533318e-07,1.1027925
16249,100,131.99131727218628,4770.516864299774,9368,4902.50818157196,8994240,39805,9265,1877.5958246746882,1.9558289840361334,4.0,3.955598249546376,162.49,40.79889581839195,175.0,113,254,1.44,1.2674383614203888,2.0,0.0,4.0,1.44,1.2674383614203888,2.0,0,4,1.0771496022038116,0.9555778448514612,1.4254364974375293,0.0,3.0690002763810496,1.44,1.2674383614203888,2.0,0.0,4.0,0.00032767441296669515,0.00014937142923881987,0.0002988004416693002,2.1103314793435857e-05,0.0013313908129930496,0.008871412587258301,0.005242045465611159,0.007553017399479077,0.0008300414583417721,0.034790141163047704,0.012395766,0.038578577,0.002190547,0.0,0.8132311,0.12081625,0.12453114,0.06862446,8.126255e-06,1.0785136
