Diagnostics/StepsInEval,Diagnostics/TrajsInEval,Diagnostics/CumEvalTime,Diagnostics/CumTrainTime,Diagnostics/Iteration,Diagnostics/CumTime (s),Diagnostics/CumSteps,Diagnostics/CumCompletedTrajs,Diagnostics/CumUpdates,Diagnostics/StepsPerSecond,Diagnostics/UpdatesPerSecond,Diagnostics/ReplayRatio,Diagnostics/CumReplayRatio,LengthAverage,LengthStd,LengthMedian,LengthMin,LengthMax,ReturnAverage,ReturnStd,ReturnMedian,ReturnMin,ReturnMax,NonzeroRewardsAverage,NonzeroRewardsStd,NonzeroRewardsMedian,NonzeroRewardsMin,NonzeroRewardsMax,DiscountedReturnAverage,DiscountedReturnStd,DiscountedReturnMedian,DiscountedReturnMin,DiscountedReturnMax,GameScoreAverage,GameScoreStd,GameScoreMedian,GameScoreMin,GameScoreMax,lossAverage,lossStd,lossMedian,lossMin,lossMax,gradNormAverage,gradNormStd,gradNormMedian,gradNormMin,gradNormMax,tdAbsErrAverage,tdAbsErrStd,tdAbsErrMedian,tdAbsErrMin,tdAbsErrMax,priorityAverage,priorityStd,priorityMedian,priorityMin,priorityMax
18024,100,13.013911008834839,0.007525205612182617,0,13.021436214447021,960,0,0,nan,nan,0.0,0.0,180.24,59.486153010595665,166.0,112,362,1.56,1.3734627770711516,1.0,0.0,5.0,1.56,1.3734627770711516,1.0,0,5,1.136840588328183,0.9511387944297119,0.9057550994568682,0.0,3.199658438703069,1.56,1.3734627770711516,1.0,0.0,5.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
14085,101,23.017627239227295,511.1479380130768,1040,534.1655652523041,999360,4371,937,1955.1574772007648,1.8331557758336503,3.600384245917387,3.600384245917387,139.45544554455446,46.98862823298134,118.0,113,340,0.6336633663366337,1.1144662823964524,0.0,0.0,5.0,0.6336633663366337,1.1144662823964524,0.0,0,5,0.43870551603876246,0.7483075245440206,0.0,0.0,3.2819588365089523,0.6336633663366337,1.1144662823964524,0.0,0.0,5.0,0.001038248700869313,0.0006275774895920333,0.0010696199024096131,5.901024997001514e-05,0.0066101145930588245,0.007785660444241132,0.009209203202270469,0.004165231962915578,0.00020074308465771598,0.06337824693798183,0.025102787,0.07223964,0.0009576642,0.0,1.2306854,0.18695493,0.16168714,0.19093487,2.9157032e-05,1.1340208
17398,100,35.19467902183533,1034.9472210407257,2081,1070.141900062561,1998720,8912,1978,1907.9063915924612,1.987402491242147,4.0,3.8001921229586935,173.98,59.03354639524886,188.0,113,293,1.42,1.4295453822806747,2.0,0.0,4.0,1.42,1.4295453822806747,2.0,0,4,0.9691343213628194,0.9738474998134119,1.369974437705114,0.0,2.7525477477435913,1.42,1.4295453822806747,2.0,0.0,4.0,9.08314753130397e-05,7.533403231488687e-05,6.967371155042201e-05,7.735210601822473e-06,0.0008520486881025136,0.002293556258298406,0.0015020049123331183,0.0019618237928397406,0.00027782652620885276,0.013189193277391995,0.0070048943,0.030300293,0.0007132433,0.0,1.1467783,0.097704105,0.11257474,0.0501509,2.2584572e-06,1.0500013
19891,101,49.053019762039185,1561.052817583084,3122,1610.1058373451233,2998080,13916,3019,1899.5426138173355,1.9786902227263912,4.0,3.866794748639129,196.94059405940595,59.92847581499532,193.0,113,348,2.00990099009901,1.5122931869403984,2.0,0.0,6.0,2.00990099009901,1.5122931869403984,2.0,0,6,1.4378266039207015,0.9153651577418523,1.409093188231441,0.0,3.540959050169712,2.00990099009901,1.5122931869403984,2.0,0.0,6.0,8.167254043910815e-05,0.0001581449499968097,4.494915992836468e-05,8.877038453647401e-06,0.001719348831102252,0.003774473046080666,0.006501915497644008,0.002595411197720566,0.00023135670640845568,0.15680962205123727,0.005657828,0.025383355,0.0,0.0,0.8337631,0.07090744,0.10330018,0.019569568,2.1268846e-05,1.0078241
12204,101,57.84190773963928,2084.2069368362427,4163,2142.048844575882,3997440,18360,4060,1910.2592586419098,1.989853394418656,4.0,3.900096061479347,120.83168316831683,20.248001640514335,117.0,113,244,0.1188118811881188,0.5501958015623685,0.0,0.0,3.0,0.1188118811881188,0.5501958015623685,0.0,0,3,0.08114456192621179,0.37539543224764604,0.0,0.0,2.133756599087079,0.1188118811881188,0.5501958015623685,0.0,0.0,3.0,5.315422554430633e-05,5.498023849833778e-05,3.909761653630994e-05,3.671635568025522e-06,0.0006927884533070028,0.002452828332650071,0.0022580232818496166,0.0017907245222456316,0.00022455406302141889,0.020061151827670615,0.004468902,0.026444282,0.0,0.0,0.8018806,0.057531163,0.10147662,0.018002547,2.9417567e-06,0.94216394
29681,100,77.56574535369873,2602.491196870804,5204,2680.0569422245026,4996800,22238,5101,1928.2082769277208,2.0085502884663757,4.0,3.920076849183477,296.81,93.15446258768283,289.0,114,424,5.8,4.777028364998475,4.0,0.0,14.0,4.33,2.4861818115335006,4.0,0,8,3.3280686481121915,2.0292300381945343,2.850208993880239,0.0,6.72128220640465,5.8,4.777028364998475,4.0,0.0,14.0,5.328156466982943e-05,0.00010821278164719669,2.6417794288136065e-05,2.124675802406273e-06,0.0013296381803229451,0.0023069024092323377,0.00979649127962394,0.0012095710401112548,0.00010479622610453359,0.304710685167327,0.0049506994,0.029105343,0.00022189668,0.0,1.2252337,0.056225408,0.10914877,0.015814487,1.1030352e-06,1.115688
15162,101,88.25511956214905,3127.0807065963745,6245,3215.3358261585236,5996160,26745,6142,1905.0323757385022,1.9844087247276063,4.0,3.9333973743195645,150.11881188118812,39.44071553804178,143.0,113,256,0.9405940594059405,1.0130024207864288,1.0,0.0,4.0,0.9405940594059405,1.0130024207864288,1.0,0,4,0.7006642869106837,0.7298387413516627,0.7382628067611632,0.0,2.5969895579910327,0.9405940594059405,1.0130024207864288,1.0,0.0,4.0,6.879783913396744e-05,5.63861662972381e-05,5.608191349892877e-05,5.744624104409013e-06,0.0010216966038569808,0.0027403405512764364,0.0031489870016658066,0.0019951679783009745,0.00021177669765870067,0.05813535885927109,0.0066550453,0.028632866,0.00034819244,0.0,1.1501393,0.08067643,0.109567635,0.028556745,4.4216868e-06,1.1034038
20203,100,102.21162438392639,3655.287264108658,7286,3757.4988884925842,6995520,31581,7183,1891.9871133496106,1.9708199097391776,4.0,3.942912035131055,202.03,48.78226214516912,193.5,120,275,2.18,1.3666016244685208,2.0,0.0,4.0,2.18,1.3666016244685208,2.0,0,4,1.5987238749491215,0.8469494242139188,1.5594092025049056,0.0,2.6237901335882206,2.18,1.3666016244685208,2.0,0.0,4.0,5.231930225749339e-05,6.104156911009399e-05,4.0265480492962524e-05,6.6291240727878176e-06,0.0013055222807452083,0.002374228986788941,0.0026816758521147344,0.0016819017453894186,0.00024013056683049776,0.03595167253467189,0.005251092,0.022481035,8.6633314e-05,0.0,0.81150997,0.059763122,0.088818744,0.018506726,5.9129666e-06,0.8331127
27941,100,120.97915863990784,4182.713714838028,8327,4303.692873477936,7994880,35711,8224,1894.7855167635223,1.9737349132953357,4.0,3.9500480307396733,279.41,63.27259991497109,253.5,191,499,4.56,1.9043108989868225,4.0,2.0,12.0,4.41,1.536847422485394,4.0,2,9,2.969013965990424,0.9048923007238493,2.7952475869391655,1.5247142163498832,5.620651573667414,4.56,1.9043108989868225,4.0,2.0,12.0,0.0001620252578976517,0.00015595228553594428,0.00013517776096705347,7.771684977342375e-06,0.0022192641627043486,0.004562041031556883,0.006217321262683478,0.0031880631978716085,0.00028830003027467205,0.15336843168834005,0.009287148,0.03503278,5.845446e-05,0.0,1.8347453,0.0991529,0.11857137,0.043992333,2.306886e-06,1.7044473
48328,100,152.6448483467102,4709.277106285095,9368,4861.921954631805,8994240,38313,9265,1897.8911489718719,1.9769699468456998,4.0,3.955598249546376,483.28,98.47741670048012,560.0,330,603,11.73,3.1932898396481333,13.0,7.0,17.0,8.82,1.5516442891333053,10.0,6,12,5.578402886020147,0.6956832027870846,5.51076524834455,4.352861254068741,7.164955501274992,11.73,3.1932898396481333,13.0,7.0,17.0,0.00036780679883499054,0.0002073853499165109,0.000334362470312044,2.7173004127689637e-05,0.0022282481659203768,0.007209558256498811,0.005589489548563838,0.00585839914320377,0.0005117090288376646,0.05345119721094355,0.0138724325,0.044564746,0.0018777482,0.0,1.7069753,0.13978252,0.1392994,0.09598997,2.7683564e-06,1.6134181
