Diagnostics/StepsInEval,Diagnostics/TrajsInEval,Diagnostics/CumEvalTime,Diagnostics/CumTrainTime,Diagnostics/Iteration,Diagnostics/CumTime (s),Diagnostics/CumSteps,Diagnostics/CumCompletedTrajs,Diagnostics/CumUpdates,Diagnostics/StepsPerSecond,Diagnostics/UpdatesPerSecond,Diagnostics/ReplayRatio,Diagnostics/CumReplayRatio,LengthAverage,LengthStd,LengthMedian,LengthMin,LengthMax,ReturnAverage,ReturnStd,ReturnMedian,ReturnMin,ReturnMax,NonzeroRewardsAverage,NonzeroRewardsStd,NonzeroRewardsMedian,NonzeroRewardsMin,NonzeroRewardsMax,DiscountedReturnAverage,DiscountedReturnStd,DiscountedReturnMedian,DiscountedReturnMin,DiscountedReturnMax,GameScoreAverage,GameScoreStd,GameScoreMedian,GameScoreMin,GameScoreMax,lossAverage,lossStd,lossMedian,lossMin,lossMax,gradNormAverage,gradNormStd,gradNormMedian,gradNormMin,gradNormMax,tdAbsErrAverage,tdAbsErrStd,tdAbsErrMedian,tdAbsErrMin,tdAbsErrMax,priorityAverage,priorityStd,priorityMedian,priorityMin,priorityMax
24181,100,158.7038426399231,5238.114000082016,10409,5396.817842721939,9993600,38427,10306,1875.830090335416,1.953989677432725,4.0,3.9600384245917386,241.81,79.25814721528633,257.0,113,494,3.57,2.4217968535779377,3.0,0.0,14.0,3.45,2.075451758051726,3.0,0,11,2.2547937904617377,1.1846288158150489,2.1545951302154833,0.0,6.290715861748192,3.57,2.4217968535779377,3.0,0.0,14.0,0.0001917925784813481,0.00017163411728018612,0.00013244146248325706,1.9942146536777727e-05,0.0017860779771581292,0.003954500552554964,0.0032328202602296065,0.0031515255737361706,0.00042733317606849427,0.050355977932298894,0.008978807,0.031580653,0.0006186813,0.0,0.8180294,0.09535249,0.10622012,0.049105115,4.613539e-06,0.9663771
44886,100,188.75974082946777,5769.603968143463,11450,5958.363708972931,10992960,40656,11347,1880.298895659421,1.9586446829785635,4.0,3.9636712950833988,448.86,59.09061177547581,458.0,321,568,9.44,2.1181123671797963,10.0,5.0,14.0,8.81,1.7646246059714796,10.0,5,12,5.012528334649033,0.8135523670218002,5.330619730023958,3.309163710149514,6.545933726335141,9.44,2.1181123671797963,10.0,5.0,14.0,0.00042222312727591246,0.00023107893683704792,0.00036683923099189997,6.425905303331092e-05,0.002122472506016493,0.005857323075905043,0.003431565213900166,0.004979939601744923,0.0005976898269542527,0.027938979994698465,0.015073502,0.042443473,0.0027016476,0.0,1.2247418,0.14369473,0.121589795,0.11406813,5.6829304e-06,1.3122222
64310,100,231.27275562286377,6303.4100506305695,12491,6534.682806253433,11992320,42345,12388,1872.1405259074372,1.9501463811535804,4.0,3.9666986871597825,643.1,61.19861109535084,642.0,454,826,15.77,2.7307691224268664,17.0,8.0,22.0,13.67,1.5624019969265273,14.0,8,19,6.504871320446253,0.6014020121198563,6.650181286296398,4.156189040946416,7.2524626207496965,15.77,2.7307691224268664,17.0,8.0,22.0,0.0008222841954313994,0.00038658238287540305,0.0007751254597678781,6.283493712544441e-05,0.00318697327747941,0.008650144317876222,0.004434646447099629,0.007927640372571645,0.0006949579659663303,0.03841853478414216,0.020088198,0.052739874,0.004663579,0.0,1.1802074,0.18674459,0.1477488,0.16630872,1.4929101e-06,1.5071565
74006,100,279.72928762435913,6839.691870212555,13532,7119.421157836914,12991680,43715,13429,1863.497816836247,1.941143559204424,4.0,3.96926032660903,740.06,143.3702772543877,699.5,565,1029,21.95,5.046533463675834,21.0,13.0,31.0,17.27,3.9543773213996665,15.0,13,25,7.713668847658638,0.6977374080729645,7.59291058576997,6.567379229652121,8.773810579931625,21.95,5.046533463675834,21.0,13.0,31.0,0.0016581762209557011,0.0007356450267777121,0.001636387431062758,0.00017558592662680894,0.006551973056048155,0.013244167689532231,0.0073263152309186695,0.01182839465949899,0.0011117236091824228,0.05784992907934604,0.032006864,0.066394776,0.00922743,0.0,1.342613,0.23267941,0.14749686,0.21528795,1.963228e-06,1.2243567
87946,100,337.394921541214,7376.7202937603,14573,7714.115215301514,13991040,44810,14470,1860.9070883026575,1.9384448836486017,4.0,3.9714560175655276,879.46,147.9131109807376,803.0,657,1450,31.64,4.757141999141922,30.0,17.0,60.0,22.13,3.176963959505993,21.0,17,36,9.816813187830196,0.6843851799333022,10.066289149037829,7.491510837221429,11.921248087247594,31.64,4.757141999141922,30.0,17.0,60.0,0.002026513347023222,0.0009006275225145979,0.001969078555703163,0.0001578694354975596,0.016611531376838684,0.015961983376015,0.008452304027336105,0.014602504182158147,0.0009307103425080474,0.11352252623494634,0.03639047,0.0743015,0.011453941,0.0,2.765963,0.26248726,0.17075488,0.23362091,5.0248575e-05,2.6736937
99855,101,402.9236125946045,7916.109082460403,15614,8319.032695055008,14990400,45847,15511,1852.7637595293752,1.929962249509766,4.0,3.973358949727826,988.6633663366337,160.05167960106894,1068.0,639,1285,42.039603960396036,7.442081035582879,42.0,19.0,60.0,26.14851485148515,4.194258542940213,28.0,16,36,9.831695694166811,1.1325305084036517,9.315777066044246,7.633509079541131,12.059384268178105,42.039603960396036,7.442081035582879,42.0,19.0,60.0,0.0029674871860551322,0.0014677464679411932,0.002706300001591444,0.00022902760247234255,0.015212037600576878,0.020649329791951058,0.014726886448493529,0.017468812567893545,0.0014580425804987037,0.18976677256405106,0.04837958,0.09120988,0.017346367,0.0,2.5658197,0.30867675,0.20204425,0.27780366,1.042895e-05,2.6772134
85546,100,458.888219833374,8456.525848150253,16655,8915.414067983627,15989760,46794,16552,1849.2394452720253,1.9262910888250264,4.0,3.975024015369837,855.46,114.7177771751179,906.5,682,1079,32.98,12.496383476830406,34.0,15.0,57.0,21.82,4.245892132402801,23.0,15,31,9.466628180930439,1.87708296457506,9.734503257867875,6.59640714365608,12.573378922002194,32.98,12.496383476830406,34.0,15.0,57.0,0.0032251166020362126,0.001231218457873183,0.003110390156507492,0.00046396421384997666,0.015207330696284771,0.02174429219416437,0.012137727815569791,0.019350444040874465,0.0028001213170028103,0.18479936030324465,0.05339026,0.09407335,0.021046907,0.0,2.7058887,0.32817128,0.19423035,0.31518507,4.471652e-05,2.5864098
80165,100,511.14813470840454,8995.37757062912,17696,9506.525705337524,16989120,47694,17593,1854.61038410097,1.9318858167718438,4.0,3.976493190936317,801.65,144.36844357407196,772.0,605,1153,31.12,8.719266024155932,28.0,21.0,59.0,20.65,3.9226904032819108,19.0,15,30,9.354439154818317,1.2435497833495106,9.737989437117202,7.7326949946238965,11.90281648479091,31.12,8.719266024155932,28.0,21.0,59.0,0.0037871225716123013,0.0017098754735595998,0.0035168910399079323,0.00032134453067556024,0.01639617048203945,0.025028260682964758,0.014410121997827971,0.02191586442178454,0.002437835536916687,0.1512134443407004,0.059568353,0.105543725,0.023508668,0.0,2.847996,0.35161182,0.21705034,0.33480674,4.229508e-05,2.7797558
83946,100,565.2308139801025,9533.673995733261,18737,10098.904809713364,17988480,48644,18634,1856.5235684161553,1.933878717100162,4.0,3.9777991247731883,839.46,277.95785363972,863.5,506,1343,25.74,12.962731193695255,24.5,11.0,80.0,20.4,8.079603950689663,21.5,11,41,7.409408322672916,1.2536919446024544,7.679699424017015,5.926046201595568,12.045331268925128,25.74,12.962731193695255,24.5,11.0,80.0,0.004862226620233751,0.0017390161834618023,0.004639429971575737,0.0005723444046452641,0.011828144080936909,0.029308800133312825,0.016048672384937443,0.025961307942634897,0.002358206187652101,0.17239962093738967,0.073083214,0.12055682,0.030517256,0.0,3.3752396,0.3939869,0.23913343,0.3817138,0.00013349764,3.6911168
110922,100,638.2083711624146,10072.600286722183,19778,10710.808657884598,18987840,49469,19675,1854.3537710253263,1.9316185114847149,4.0,3.9789675918903886,1109.22,239.9422672227634,1153.5,655,1520,68.43,38.799807989215616,47.0,19.0,225.0,32.52,8.761826293644493,32.0,19,57,11.94446003054085,2.306725189986923,11.586419258898946,7.4409468693736995,19.44697498877333,68.43,38.799807989215616,47.0,19.0,225.0,0.0047109380139527335,0.001622166046854663,0.004497096873819828,0.0006585699738934636,0.01557099912315607,0.02922580966346175,0.015655030231876914,0.026113482383043424,0.004053739273016825,0.17163560283098722,0.07349291,0.12152211,0.03024637,0.0,3.6630032,0.40013123,0.24300614,0.390239,3.4784898e-06,3.7892704
93966,100,699.7991287708282,10612.9582695961,20819,11312.757398366928,19987200,50296,20716,1849.4406146918786,1.9265006403040403,4.0,3.9800192122958693,939.66,220.71145054119873,849.0,504,1555,65.52,44.227023413293374,62.0,16.0,343.0,27.51,8.706888077838142,24.0,10,70,13.359784225654435,5.47449713064589,11.203162777187599,7.940939730772601,45.55511121685898,65.52,44.227023413293374,62.0,16.0,343.0,0.006010329496068701,0.0024523020984258542,0.005647574085742235,0.0003856119292322546,0.019987888634204865,0.03908891117720978,0.02587999752651356,0.033131559702860504,0.0021702762416858194,0.3968612484626654,0.0864741,0.14270903,0.036513273,0.0,4.467168,0.44109082,0.30352104,0.41864383,1.0253862e-06,4.5479374
97142,101,763.0306186676025,11152.527844429016,21860,11915.558463096619,20986560,51121,21757,1852.1429795396878,1.9293156036871746,4.0,3.9809706783770182,961.8019801980198,223.4888979811554,954.0,415,1486,56.554455445544555,56.26220004066968,39.0,8.0,342.0,27.326732673267326,11.30504917500709,24.0,8,72,10.906779470722894,4.447076389294508,9.654173680712596,4.530777096729793,39.75511964284718,56.554455445544555,56.26220004066968,39.0,8.0,342.0,0.006638317564515778,0.0025661361255345204,0.006261820439249277,0.0011627278290688992,0.0248325876891613,0.04302711739561788,0.026007880457075992,0.03742604169791102,0.005535614446198516,0.42000849161704995,0.09199823,0.15565918,0.037731007,0.0,5.0056767,0.4763673,0.37819386,0.42806557,2.1116808e-05,4.7228684
127054,100,846.3876838684082,11692.949151039124,22901,12539.336834907532,21985920,51935,22798,1849.223906934148,1.9262749030564044,4.0,3.9818356475416996,1270.54,258.7362139322596,1406.5,757,1647,190.24,99.95830330692894,145.0,32.0,342.0,51.46,17.153087185693426,40.0,17,78,17.33243024500995,7.285555358765941,16.36500617482783,8.807762249299909,29.56644817474711,190.24,99.95830330692894,145.0,32.0,342.0,0.008397611423664414,0.004196393747871624,0.007554696872830391,0.00047179346438497305,0.033923372626304626,0.06067146781431232,0.040719766496065325,0.050213286780503075,0.0033529138383148914,0.3944127427891249,0.1085189,0.18288545,0.04529406,0.0,5.3375826,0.54248613,0.45155922,0.45945346,2.6552007e-06,5.246892
140950,100,938.3995337486267,12234.231456279755,23942,13172.630990028381,22985280,52723,23839,1846.2824118289384,1.9232108456551442,4.0,3.9826254019964082,1409.5,176.56253849557103,1525.0,1114,1709,174.06,80.27251335295288,208.5,49.0,293.0,53.94,13.233155330456905,54.0,34,75,13.609391109864124,3.490518135431921,12.407426028055035,10.858325070623275,24.178419038932233,174.06,80.27251335295288,208.5,49.0,293.0,0.009811641667339025,0.0038134042125391432,0.009195968508720398,0.0004161441174801439,0.03229339048266411,0.07772035422173604,0.0442425539055726,0.06800994410893234,0.0041241241865962236,0.3972408621026091,0.1182764,0.19835876,0.049880326,0.0,5.109932,0.58630824,0.49765936,0.48818868,2.506096e-05,5.29693
121218,100,1018.3173251152039,12776.200522184372,24983,13794.517847299576,23984640,53492,24880,1843.9428795293645,1.9207738328430881,4.0,3.9833493435798912,1212.18,185.3859422933681,1225.0,576,1791,154.28,84.26399943036171,213.0,18.0,378.0,45.98,9.799979591815484,48.0,12,81,18.39974640883488,9.82695083466668,13.05963702625706,8.456933816101012,45.041586334354164,154.28,84.26399943036171,213.0,18.0,378.0,0.0117242066619075,0.0047731742624767684,0.011011268943548203,0.0017595423851162195,0.03858456015586853,0.09436371765733918,0.0515655946745901,0.08166565644852848,0.011744817207382567,0.4458847083632982,0.13318944,0.22001487,0.056486458,0.0,5.4416075,0.6597821,0.56448346,0.52637553,4.767999e-05,5.2713776
140046,100,1099.8409950733185,13328.500215291977,26024,14428.341210365295,24984000,54258,25921,1809.452390561611,1.884846240168345,4.0,3.9840153698366954,1400.46,232.63698846056272,1412.0,912,1919,185.52,99.95833932193952,198.5,29.0,400.0,53.94,17.019294932517038,55.0,23,91,13.528793570727277,3.532377961723844,12.614922392776613,8.767698313020214,24.560449448372683,185.52,99.95833932193952,198.5,29.0,400.0,0.015187191577873387,0.005971335620330176,0.014237407594919205,0.0021448356565088034,0.04424475133419037,0.11550983540094495,0.062097664828211385,0.10216881380314383,0.013319586117387412,0.6397383777043336,0.15335532,0.2551829,0.06631103,0.0,5.57,0.7458729,0.63532144,0.5688156,7.586926e-05,5.519496
137221,100,1183.924931526184,13885.291041851044,27065,15069.215973377228,25983360,54983,26962,1794.8571569973299,1.8696428718722187,4.0,3.984630163304515,1372.21,283.1731023596697,1358.5,772,1986,209.64,82.59679412664877,237.0,39.0,362.0,56.85,13.127356931233338,56.0,24,88,18.33168734479332,8.27497305385352,12.65551626282629,10.267155109048515,36.44724655208413,209.64,82.59679412664877,237.0,39.0,362.0,0.013781331425870874,0.005038266070572236,0.01302215177565813,0.0018625985831022263,0.038572583347558975,0.11105340640888095,0.056191393553595335,0.09924576535686339,0.012894044271251811,0.5588565874242898,0.14513685,0.23721263,0.06408779,0.0,5.486015,0.72723603,0.6109953,0.56300914,0.00011302158,5.2597394
135526,100,1268.8458223342896,14440.871716022491,28106,15709.717538356781,26982720,55704,28003,1798.7666714476204,1.873715282757938,4.0,3.9851994165154587,1355.26,166.35465848601896,1348.0,816,1749,237.57,132.38430836016784,313.0,48.0,390.0,62.19,20.44538823304659,70.0,24,90,19.984016492500295,7.728042719422792,22.601038712842836,10.234573793766593,55.734990769421785,237.57,132.38430836016784,313.0,48.0,390.0,0.01810465837733983,0.007531607325637271,0.016866691410541534,0.002489971462637186,0.05471472814679146,0.13052387481245792,0.06463057999017853,0.11761959346209414,0.018965080098003947,0.43531034052085993,0.16926394,0.27545226,0.07410316,0.0,5.816257,0.82782906,0.6767084,0.6281899,4.6879053e-05,5.4339194
141878,100,1354.6175532341003,14996.588538646698,29147,16351.206091880798,27982080,56403,29044,1798.325980633124,1.8732562298261708,4.0,3.985728008782764,1418.78,165.52821995055706,1409.0,1014,1818,211.0,87.69253103885188,176.0,42.0,368.0,59.14,15.259108755101,53.0,27,89,15.97467979549047,4.996628949320788,13.407505069095198,9.493250015384673,27.191650088471114,211.0,87.69253103885188,176.0,42.0,368.0,0.020823692018568773,0.007054670112164165,0.019897371530532837,0.004435470327734947,0.0568513348698616,0.1372327233403237,0.06678013211715796,0.12286315075168987,0.019938844617391788,0.6055776288455882,0.18404435,0.2918585,0.08186072,0.0,5.7943783,0.9066493,0.70341855,0.6971903,0.00021298973,5.7800984
143261,100,1442.0005896091461,15553.883109807968,30188,16995.883699417114,28981440,57112,30085,1793.2347661624804,1.8679528814192503,4.0,3.9862201464109446,1432.61,227.04836026714662,1462.0,517,1848,235.59,108.92695671871127,220.0,9.0,393.0,62.04,19.384488644274317,58.0,9,90,15.018091062513676,4.491383315882911,13.536197470279948,4.2999978681127615,30.256656916919056,235.59,108.92695671871127,220.0,9.0,393.0,0.021024604172532615,0.007472644730278159,0.02004588581621647,0.0029594753868877888,0.05548248440027237,0.1464611254947656,0.06638713891919673,0.13472440335695288,0.024987228980733273,0.5865426479884732,0.18625444,0.29310963,0.08439839,0.0,5.701791,0.9195446,0.7021384,0.71457815,4.7959387e-05,5.2775507
144567,101,1527.4243173599243,16112.19839668274,31229,17639.622714042664,29980800,57817,31126,1789.9563624596835,1.8645378775621704,4.0,3.9866794748639127,1431.3564356435643,207.21742463519777,1435.0,924,2037,243.13861386138615,114.9098682267994,303.0,49.0,381.0,64.02970297029702,18.445775735545276,75.0,28,88,15.803986033493183,4.054114832408026,14.487952495377698,10.055535727307632,28.45456186128033,243.13861386138615,114.9098682267994,303.0,49.0,381.0,0.024432126122663704,0.008629476340869783,0.023151500150561333,0.004586470313370228,0.074542336165905,0.16071216657018367,0.08165527910957388,0.14194907944625826,0.022171326310729305,0.9077092632653708,0.20505498,0.31508586,0.093699455,0.0,6.0300994,0.9837282,0.73040175,0.7823609,0.0003263652,5.499542
144292,100,1619.1228322982788,16673.880821466446,32270,18293.003653764725,30980160,58501,32167,1779.226046435109,1.853360465036572,4.0,3.9871091692231415,1442.92,356.04192674459,1453.5,601,2292,205.22,129.8382516826224,251.0,46.0,431.0,59.54,23.106457971744607,53.0,22,107,18.76202001621302,11.34819591255658,14.7312630527396,10.083844619813577,45.54678322199593,205.22,129.8382516826224,251.0,46.0,431.0,0.02260085089466786,0.00704626546244276,0.02187926508486271,0.0017833518795669079,0.051213860511779785,0.14335624320308932,0.06484738214197386,0.1287915686166666,0.009145472954517037,0.5303637858058277,0.19454275,0.30075976,0.090826124,0.0,5.5257215,0.95096904,0.7027431,0.74702513,0.00031451878,5.802929
158481,100,1712.504151582718,17232.692249298096,33311,18945.196400880814,31979520,59175,33208,1788.3671489643766,1.8628824468378922,4.0,3.987512007684918,1584.81,222.00624743461614,1551.0,688,1977,273.15,122.2021583279117,317.0,55.0,425.0,70.95,19.773403854673074,75.5,27,101,18.585251899887577,9.685648974095226,15.72244514078963,9.319294240283007,49.29283590540728,273.15,122.2021583279117,317.0,55.0,425.0,0.02372752904858866,0.007611579360605524,0.02264934405684471,0.0028551591094583273,0.0642290934920311,0.15526176046323678,0.07028087447003636,0.1399082200974088,0.013963276320706156,0.670227359191704,0.20191804,0.30820674,0.09459838,0.0,5.5713496,0.9640479,0.7193695,0.7721257,7.897615e-06,5.769462
149880,100,1804.6225531101227,17790.99786925316,34352,19595.62042236328,32978880,59856,34249,1789.9873550985155,1.8645701615609538,4.0,3.987890431694466,1498.8,378.7385113769129,1456.5,658,2236,231.34,141.19859914319264,292.0,47.0,417.0,63.55,25.19221109787706,79.0,20,100,16.352728561231494,5.211254430098898,14.048685554737427,10.467956539803259,27.05905657642946,231.34,141.19859914319264,292.0,47.0,417.0,0.022668240373814614,0.007529723863394067,0.021717168390750885,0.0030346608255058527,0.06828608363866806,0.14998187800037566,0.07105449889299374,0.13499783541453772,0.012902255916618997,0.7576300201158727,0.19839445,0.2993371,0.09445733,0.0,5.608177,0.9546232,0.70138115,0.7809012,6.273389e-05,6.237806
132579,100,1889.9582479000092,18347.51750278473,35393,20237.475750684738,33978240,60541,35290,1795.7317941475787,1.8705539522370611,4.0,3.9882465954681585,1325.79,329.17351943921614,1367.0,821,1862,313.24,88.8499994372538,357.0,64.0,388.0,71.05,18.733592821453122,78.0,34,94,25.527102319146803,8.053858486595937,27.602224659784305,10.812875335995901,34.56856255328082,313.24,88.8499994372538,357.0,64.0,388.0,0.022936187674247595,0.007564521500132434,0.02206745184957981,0.0057017565704882145,0.059413958340883255,0.15301849053359795,0.07448083462037385,0.13657016659887555,0.032422871974085485,0.8002338230172269,0.20175938,0.3016364,0.097598106,0.0,6.1891065,0.9540116,0.71761733,0.7805006,6.553531e-05,6.503113
152985,100,1987.5919454097748,18892.84673333168,36434,20880.438678741455,34977600,61195,36331,1832.5810244898616,1.9089385671769392,4.0,3.988582407026211,1529.85,238.51714298976498,1579.5,1029,1972,275.13,150.56371774102817,374.0,36.0,430.0,72.81,25.97679541436934,86.0,27,106,19.216567556355038,9.253057271696093,19.890342804601772,8.61064968538634,44.637238582118215,275.13,150.56371774102817,374.0,36.0,430.0,0.02421598877468371,0.007213187116783143,0.023452889174222946,0.0016299599083140492,0.06222119554877281,0.15715023493135002,0.07105275585315295,0.14438481368789055,0.009745824609408283,0.7124157556889866,0.20741218,0.309907,0.101092875,0.0,5.8495765,0.9956308,0.7294537,0.81654274,0.000107184045,6.2967024
